,bk_dummy
34268,1
34269,1
34270,1
34271,1
34272,1
34273,1
34274,1
34275,1
34276,1
34277,1
34278,1
34279,1
34280,1
34281,1
34282,0
34283,1
34284,1
34285,1
34286,1
34287,1
34288,1
34289,1
34290,1
34291,1
34292,1
34293,1
34294,1
34295,1
34296,1
34297,1
34298,1
34299,1
34300,1
34301,1
34302,1
34303,1
34304,1
34305,1
34306,1
34307,1
34308,1
34309,1
34310,1
34311,1
34312,1
34313,1
34314,1
34315,1
34316,1
34317,1
34318,1
34319,1
34320,1
34321,1
34322,1
34323,1
34324,1
34325,1
34326,1
34327,1
34328,1
34329,1
34330,1
34331,1
34332,1
34333,1
34334,1
34335,1
34336,1
34337,1
34338,1
34339,1
34340,1
34341,1
34342,1
34343,0
34344,1
34345,1
34346,1
34347,0
34348,0
34349,0
34350,1
34351,0
34352,0
34353,0
34354,1
34355,0
34356,1
34357,1
34358,1
34359,1
34360,1
34361,1
34362,1
34363,1
34364,0
34365,0
34366,1
34367,0
34368,0
34369,0
34370,0
34371,0
34372,1
34373,1
34374,1
34375,1
34376,1
34377,1
34378,1
34379,1
34380,1
34381,1
34382,1
34383,1
34384,1
34385,1
34386,1
34387,1
34388,1
34389,1
34390,1
34391,1
34392,1
34393,1
34394,1
34395,1
34396,1
34397,1
34398,1
34399,1
34400,1
34401,1
34402,1
34403,0
34404,1
34405,0
34406,0
34407,1
34408,0
34409,0
34410,0
34411,1
34412,0
34413,1
34414,1
34415,1
34416,0
34417,0
34418,1
34419,1
34420,1
34421,1
34422,1
34423,1
34424,1
34425,1
34426,1
34427,0
34428,0
34429,1
34430,0
34431,1
34432,0
34433,0
34434,0
34435,0
34436,0
34437,0
34438,0
34439,0
34440,0
34441,0
34442,1
34443,1
34444,1
34445,1
34446,0
34447,1
34448,1
34449,1
34450,1
34451,1
34452,1
34453,1
34454,1
34455,1
34456,1
34457,1
34458,0
34459,0
34460,1
34461,1
34462,0
34463,0
34464,1
34465,0
34466,1
34467,1
34468,1
34469,1
34470,0
34471,1
34472,1
34473,1
34474,1
34475,1
34476,1
34477,1
34478,1
34479,1
34480,1
34481,1
34482,1
34483,1
34484,0
34485,0
34486,0
34487,0
34488,0
34489,1
34490,1
34491,1
34492,1
34493,1
34494,1
34495,0
34496,1
34497,1
34498,1
34499,0
34500,0
34501,0
34502,1
34503,1
34504,1
34505,1
34506,0
34507,0
34508,0
34509,1
34510,0
34511,0
34512,0
34513,0
34514,0
34515,0
34516,1
34517,0
34518,0
34519,0
34520,1
34521,0
34522,0
34523,0
34524,1
34525,0
34526,0
34527,0
34528,0
34529,0
34530,0
34531,1
34532,0
34533,0
34534,0
34535,0
34536,0
34537,0
34538,0
34539,0
34540,1
34541,0
34542,0
34543,0
34544,1
34545,0
34546,0
34547,0
34548,0
34549,0
34550,0
34551,0
34552,0
34553,1
34554,0
34555,0
34556,0
34557,0
34558,0
34559,0
34560,1
34561,0
34562,1
34563,0
34564,1
34565,0
34566,0
34567,1
34568,0
34569,0
34570,0
34571,0
34572,0
34573,0
34574,1
34575,0
34576,0
34577,0
34578,0
34579,0
34580,0
34581,0
34582,0
34583,0
34584,1
34585,1
34586,1
34587,0
34588,1
34589,0
34590,0
34591,0
34592,0
34593,0
34594,1
34595,0
34596,0
34597,0
34598,0
34599,0
34600,0
34601,1
34602,0
34603,0
34604,0
34605,0
34606,1
34607,0
34608,0
34609,1
34610,0
34611,0
34612,0
34613,0
34614,1
34615,0
34616,0
34617,1
34618,0
34619,0
34620,0
34621,0
34622,0
34623,0
34624,0
34625,0
34626,0
34627,0
34628,0
34629,0
34630,0
34631,0
34632,0
34633,0
34634,0
34635,0
34636,0
34637,1
34638,0
34639,0
34640,0
34641,0
34642,1
34643,0
34644,0
34645,1
34646,0
34647,0
34648,0
34649,0
34650,1
34651,0
34652,0
34653,0
34654,1
34655,0
34656,0
34657,0
34658,0
34659,0
34660,0
34661,0
34662,1
34663,0
34664,0
34665,1
34666,0
34667,0
34668,0
34669,0
34670,1
34671,0
34672,0
34673,0
34674,0
34675,0
34676,0
34677,1
34678,1
34679,0
34680,1
34681,0
34682,0
34683,1
34684,0
34685,0
34686,1
34687,0
34688,0
34689,0
34690,1
34691,0
34692,0
34693,0
34694,1
34695,0
34696,0
34697,1
34698,0
34699,0
34700,0
34701,1
34702,0
34703,0
34704,0
34705,0
34706,0
34707,0
34708,1
34709,0
34710,0
34711,0
34712,0
34713,0
34714,0
34715,1
34716,0
34717,1
34718,0
34719,0
34720,0
34721,0
34722,0
34723,0
34724,0
34725,0
34726,1
34727,0
34728,1
34729,0
34730,0
34731,0
34732,1
34733,0
34734,1
34735,0
34736,0
34737,1
34738,0
34739,0
34740,0
34741,0
34742,0
34743,0
34744,1
34745,1
34746,0
34747,0
34748,0
34749,0
34750,0
34751,1
34752,0
34753,0
34754,0
34755,1
34756,0
34757,0
34758,0
34759,0
34760,0
34761,1
34762,1
34763,1
34764,1
34765,0
34766,1
34767,1
34768,1
34769,1
34770,1
34771,1
34772,1
34773,0
34774,0
34775,1
34776,1
34777,0
34778,1
34779,1
34780,1
34781,0
34782,1
34783,0
34784,1
34785,1
34786,0
34787,1
34788,0
34789,0
34790,0
34791,1
34792,1
34793,1
34794,1
34795,1
34796,1
34797,1
34798,1
34799,1
34800,1
34801,0
34802,1
34803,0
34804,1
34805,0
34806,1
34807,1
34808,0
34809,0
34810,1
34811,0
34812,0
34813,0
34814,0
34815,0
34816,0
34817,1
34818,1
34819,1
34820,1
34821,1
34822,1
34823,1
34824,1
34825,1
34826,1
34827,1
34828,1
34829,1
34830,1
34831,0
34832,1
34833,0
34834,0
34835,1
34836,0
34837,1
34838,1
34839,1
34840,1
34841,1
34842,1
34843,1
34844,1
34845,1
34846,1
34847,1
34848,1
34849,1
34850,1
34851,1
34852,1
34853,1
34854,1
34855,1
34856,1
34857,0
34858,1
34859,1
34860,0
34861,1
34862,0
34863,0
34864,0
34865,0
34866,0
34867,0
34868,0
34869,0
34870,1
34871,1
34872,1
34873,1
34874,0
34875,0
34876,0
34877,1
34878,1
34879,0
34880,1
34881,1
34882,1
34883,1
34884,0
34885,1
34886,1
34887,1
34888,1
34889,1
34890,1
34891,1
34892,1
34893,1
34894,1
34895,1
34896,1
34897,1
34898,1
34899,1
34900,1
34901,1
34902,1
34903,1
34904,1
34905,1
34906,0
34907,1
34908,1
34909,1
34910,1
34911,1
34912,1
34913,1
34914,1
34915,1
34916,1
34917,1
34918,1
34919,1
34920,1
34921,1
34922,1
34923,1
34924,1
34925,1
34926,0
34927,0
34928,0
34929,1
34930,1
34931,1
34932,0
34933,0
34934,1
34935,0
34936,1
34937,1
34938,1
34939,1
34940,1
34941,1
34942,1
34943,1
34944,1
34945,1
34946,1
34947,1
34948,1
34949,0
34950,0
34951,1
34952,1
34953,1
34954,1
34955,1
34956,1
34957,1
34958,1
34959,0
34960,0
34961,0
34962,0
34963,0
34964,0
34965,0
34966,0
34967,0
34968,0
34969,0
34970,0
34971,0
34972,0
34973,0
34974,0
34975,0
34976,0
34977,0
34978,0
34979,0
34980,0
34981,0
34982,0
34983,1
34984,0
34985,0
34986,0
34987,0
34988,0
34989,0
34990,0
34991,0
34992,0
34993,0
34994,0
34995,0
34996,0
34997,0
34998,0
34999,0
35000,0
35001,1
35002,1
35003,1
35004,1
35005,1
35006,1
35007,1
35008,0
35009,1
35010,1
35011,0
35012,0
35013,0
35014,1
35015,1
35016,1
35017,1
35018,1
35019,1
35020,0
35021,1
35022,1
35023,1
35024,0
35025,0
35026,0
35027,0
35028,0
35029,1
35030,0
35031,1
35032,1
35033,1
35034,1
35035,1
35036,1
35037,1
35038,1
35039,1
35040,0
35041,0
35042,0
35043,1
35044,1
35045,0
35046,0
35047,1
35048,1
35049,0
35050,1
35051,0
35052,1
35053,1
35054,1
35055,0
35056,1
35057,1
35058,1
35059,0
35060,1
35061,1
35062,1
35063,1
35064,1
35065,1
35066,0
35067,0
35068,1
35069,0
35070,0
35071,1
35072,0
35073,0
35074,1
35075,0
35076,1
35077,0
35078,0
35079,1
35080,1
35081,1
35082,1
35083,1
35084,1
35085,0
35086,1
35087,1
35088,1
35089,1
35090,1
35091,1
35092,1
35093,0
35094,1
35095,0
35096,0
35097,0
35098,1
35099,1
35100,1
35101,0
35102,1
35103,1
35104,1
35105,1
35106,0
35107,1
35108,0
35109,1
35110,0
35111,0
35112,0
35113,0
35114,0
35115,0
35116,0
35117,0
35118,0
35119,0
35120,0
35121,0
35122,0
35123,1
35124,1
35125,0
35126,0
35127,1
35128,1
35129,1
35130,1
35131,0
35132,0
35133,1
35134,1
35135,0
35136,0
35137,0
35138,1
35139,1
35140,1
35141,1
35142,1
35143,1
35144,0
35145,1
35146,1
35147,0
35148,0
35149,0
35150,1
35151,1
35152,1
35153,1
35154,1
35155,1
35156,1
35157,1
35158,1
35159,1
35160,0
35161,1
35162,1
35163,1
35164,1
35165,0
35166,1
35167,1
35168,1
35169,1
35170,1
35171,0
35172,1
35173,0
35174,0
35175,0
35176,1
35177,1
35178,0
35179,1
35180,0
35181,0
35182,0
35183,0
35184,0
35185,0
35186,1
35187,1
35188,0
35189,1
35190,0
35191,1
35192,0
35193,0
35194,0
35195,0
35196,0
35197,0
35198,0
35199,1
35200,1
35201,0
35202,0
35203,0
35204,1
35205,1
35206,0
35207,0
35208,1
35209,1
35210,1
35211,0
35212,0
35213,1
35214,1
35215,1
35216,1
35217,1
35218,1
35219,1
35220,1
35221,1
35222,1
35223,1
35224,1
35225,0
35226,0
35227,0
35228,0
35229,0
35230,0
35231,1
35232,1
35233,0
35234,0
35235,1
35236,1
35237,1
35238,0
35239,0
35240,0
35241,0
35242,0
35243,0
35244,1
35245,1
35246,0
35247,1
35248,1
35249,1
35250,1
35251,1
35252,1
35253,1
35254,0
35255,0
35256,1
35257,1
35258,1
35259,0
35260,0
35261,0
35262,1
35263,0
35264,0
35265,1
35266,1
35267,1
35268,1
35269,0
35270,0
35271,0
35272,0
35273,0
35274,1
35275,1
35276,0
35277,1
35278,1
35279,1
35280,0
35281,0
35282,1
35283,1
35284,1
35285,1
35286,0
35287,0
35288,0
35289,0
35290,1
35291,1
35292,0
35293,1
35294,0
35295,0
35296,1
35297,0
35298,1
35299,1
35300,1
35301,0
35302,0
35303,1
35304,1
35305,1
35306,0
35307,1
35308,0
35309,1
35310,0
35311,1
35312,0
35313,1
35314,0
35315,0
35316,0
35317,1
35318,0
35319,0
35320,0
35321,0
35322,1
35323,0
35324,0
35325,0
35326,1
35327,0
35328,0
35329,1
35330,0
35331,0
35332,0
35333,1
35334,0
35335,0
35336,1
35337,0
35338,0
35339,1
35340,0
35341,0
35342,0
35343,1
35344,0
35345,1
35346,0
35347,0
35348,0
35349,0
35350,0
35351,1
35352,0
35353,1
35354,0
35355,1
35356,0
35357,0
35358,1
35359,1
35360,0
35361,0
35362,0
35363,1
35364,0
35365,0
35366,0
35367,1
35368,0
35369,0
35370,1
35371,1
35372,0
35373,0
35374,1
35375,0
35376,0
35377,1
35378,0
35379,0
35380,1
35381,0
35382,0
35383,0
35384,0
35385,0
35386,0
35387,0
35388,0
35389,0
35390,0
35391,0
35392,0
35393,0
35394,1
35395,0
35396,0
35397,1
35398,0
35399,1
35400,0
35401,1
35402,0
35403,1
35404,0
35405,1
35406,0
35407,0
35408,1
35409,0
35410,1
35411,0
35412,0
35413,1
35414,0
35415,1
35416,0
35417,1
35418,1
35419,0
35420,0
35421,0
35422,1
35423,0
35424,0
35425,1
35426,0
35427,0
35428,0
35429,1
35430,0
35431,0
35432,0
35433,1
35434,0
35435,0
35436,0
35437,1
35438,0
35439,1
35440,0
35441,0
35442,0
35443,1
35444,0
35445,0
35446,1
35447,0
35448,1
35449,0
35450,0
35451,0
35452,1
35453,0
35454,0
35455,1
35456,0
35457,0
35458,1
35459,0
35460,0
35461,0
35462,1
35463,0
35464,0
35465,0
35466,0
35467,0
35468,1
35469,0
35470,1
35471,0
35472,0
35473,0
35474,1
35475,0
35476,1
35477,0
35478,0
35479,1
35480,0
35481,0
35482,0
35483,1
35484,1
35485,0
35486,1
35487,0
35488,0
35489,1
35490,0
35491,1
35492,0
35493,0
35494,1
35495,0
35496,1
35497,0
35498,0
35499,1
35500,0
35501,0
35502,1
35503,0
35504,1
35505,0
35506,0
35507,1
35508,0
35509,0
35510,1
35511,0
35512,0
35513,1
35514,0
35515,0
35516,0
35517,0
35518,0
35519,0
35520,0
35521,1
35522,0
35523,0
35524,0
35525,1
35526,0
35527,0
35528,0
35529,0
35530,1
35531,0
35532,0
35533,1
35534,0
35535,0
35536,1
35537,0
35538,1
35539,0
35540,0
35541,0
35542,0
35543,1
35544,0
35545,0
35546,0
35547,1
35548,0
35549,0
35550,1
35551,1
35552,1
35553,0
35554,1
35555,0
35556,0
35557,1
35558,0
35559,0
35560,1
35561,0
35562,0
35563,0
35564,1
35565,0
35566,1
35567,0
35568,1
35569,0
35570,0
35571,0
35572,1
35573,0
35574,0
35575,0
35576,1
35577,0
35578,1
35579,0
35580,1
35581,0
35582,0
35583,0
35584,0
35585,1
35586,0
35587,0
35588,1
35589,0
35590,0
35591,1
35592,0
35593,1
35594,0
35595,1
35596,0
35597,0
35598,0
35599,1
35600,0
35601,0
35602,0
35603,0
35604,1
35605,1
35606,1
35607,0
35608,1
35609,0
35610,1
35611,0
35612,0
35613,1
35614,0
35615,0
35616,1
35617,0
35618,1
35619,0
35620,0
35621,0
35622,0
35623,1
35624,0
35625,1
35626,0
35627,0
35628,0
35629,1
35630,0
35631,0
35632,0
35633,1
35634,0
35635,1
35636,0
35637,0
35638,1
35639,0
35640,0
35641,0
35642,0
35643,0
35644,1
35645,0
35646,0
35647,1
35648,0
35649,0
35650,1
35651,0
35652,0
35653,0
35654,1
35655,0
35656,0
35657,0
35658,0
35659,0
35660,1
35661,0
35662,0
35663,0
35664,0
35665,0
35666,1
35667,0
35668,1
35669,1
35670,1
35671,1
35672,1
35673,1
35674,1
35675,0
35676,1
35677,0
35678,0
35679,0
35680,0
35681,0
35682,0
35683,0
35684,0
35685,0
35686,0
35687,0
35688,0
35689,0
35690,0
35691,0
35692,0
35693,0
35694,0
35695,0
35696,1
35697,1
35698,0
35699,0
35700,0
35701,1
35702,1
35703,0
35704,1
35705,0
35706,0
35707,1
35708,0
35709,0
35710,1
35711,1
35712,1
35713,1
35714,1
35715,1
35716,1
35717,1
35718,1
35719,1
35720,0
35721,1
35722,0
35723,0
35724,1
35725,0
35726,1
35727,1
35728,0
35729,1
35730,1
35731,0
35732,1
35733,1
35734,1
35735,1
35736,0
35737,0
35738,0
35739,0
35740,1
35741,0
35742,1
35743,0
35744,0
35745,1
35746,1
35747,1
35748,1
35749,0
35750,1
35751,0
35752,1
35753,0
35754,0
35755,1
35756,0
35757,0
35758,0
35759,1
35760,1
35761,0
35762,1
35763,1
35764,0
35765,1
35766,1
35767,1
35768,0
35769,0
35770,0
35771,1
35772,1
35773,0
35774,1
35775,0
35776,1
35777,0
35778,0
35779,0
35780,0
35781,1
35782,0
35783,0
35784,1
35785,1
35786,0
35787,0
35788,0
35789,1
35790,1
35791,1
35792,0
35793,0
35794,1
35795,1
35796,0
35797,1
35798,1
35799,0
35800,0
35801,1
35802,1
35803,0
35804,0
35805,0
35806,0
35807,0
35808,0
35809,0
35810,0
35811,0
35812,0
35813,0
35814,0
35815,0
35816,0
35817,0
35818,0
35819,0
35820,0
35821,0
35822,1
35823,0
35824,0
35825,0
35826,0
35827,0
35828,0
35829,0
35830,0
35831,0
35832,0
35833,0
35834,0
35835,0
35836,1
35837,0
35838,1
35839,1
35840,1
35841,1
35842,1
35843,0
35844,0
35845,0
35846,1
35847,1
35848,1
35849,1
35850,1
35851,1
35852,1
35853,0
35854,0
35855,0
35856,0
35857,0
35858,0
35859,0
35860,0
35861,0
35862,1
35863,1
35864,1
35865,1
35866,1
35867,1
35868,1
35869,1
35870,1
35871,1
35872,1
35873,1
35874,0
35875,0
35876,1
35877,1
35878,1
35879,1
35880,0
35881,1
35882,1
35883,1
35884,1
35885,0
35886,0
35887,0
35888,0
35889,1
35890,1
35891,1
35892,1
35893,1
35894,1
35895,1
35896,1
35897,1
35898,1
35899,1
35900,1
35901,1
35902,1
35903,1
35904,1
35905,1
35906,1
35907,1
35908,1
35909,1
35910,1
35911,1
35912,1
35913,1
35914,1
35915,1
35916,1
35917,1
35918,1
35919,1
35920,1
35921,1
35922,1
35923,1
35924,1
35925,1
35926,1
35927,1
35928,1
35929,1
35930,1
35931,1
35932,1
35933,1
35934,1
35935,1
35936,1
35937,1
35938,1
35939,1
35940,1
35941,1
35942,1
35943,1
35944,1
35945,1
35946,1
35947,0
35948,1
35949,1
35950,1
35951,1
35952,1
35953,1
35954,1
35955,0
35956,0
35957,1
35958,1
35959,1
35960,1
35961,1
35962,0
35963,1
35964,1
35965,1
35966,1
35967,1
35968,1
35969,0
35970,1
35971,1
35972,0
35973,0
35974,0
35975,0
35976,0
35977,0
35978,1
35979,1
35980,0
35981,1
35982,0
35983,1
35984,0
35985,1
35986,1
35987,1
35988,1
35989,1
35990,0
35991,0
35992,0
35993,0
35994,0
35995,0
35996,0
35997,0
35998,0
35999,0
36000,0
36001,0
36002,0
36003,0
36004,1
36005,1
36006,1
36007,1
36008,1
36009,0
36010,0
36011,1
36012,1
36013,1
36014,1
36015,1
36016,1
36017,1
36018,1
36019,1
36020,1
36021,1
36022,1
36023,1
36024,1
36025,1
36026,1
36027,1
36028,1
36029,0
36030,0
36031,0
36032,0
36033,0
36034,0
36035,1
36036,0
36037,0
36038,0
36039,1
36040,0
36041,0
36042,1
36043,0
36044,1
36045,0
36046,0
36047,0
36048,1
36049,1
36050,0
36051,0
36052,0
36053,1
36054,0
36055,1
36056,0
36057,1
36058,0
36059,0
36060,0
36061,0
36062,0
36063,0
36064,0
36065,0
36066,0
36067,0
36068,1
36069,1
36070,1
36071,1
36072,1
36073,1
36074,1
36075,1
36076,1
36077,0
36078,0
36079,0
36080,0
36081,1
36082,0
36083,0
36084,0
36085,0
36086,0
36087,0
36088,0
36089,1
36090,1
36091,1
36092,1
36093,0
36094,0
36095,0
36096,1
36097,0
36098,0
36099,0
36100,1
36101,0
36102,1
36103,1
36104,1
36105,1
36106,1
36107,1
36108,1
36109,1
36110,1
36111,1
36112,1
36113,1
36114,1
36115,1
36116,1
36117,1
36118,1
36119,1
36120,1
36121,1
36122,1
36123,0
36124,1
36125,0
36126,1
36127,1
36128,1
36129,1
36130,1
36131,1
36132,1
36133,1
36134,0
36135,1
36136,0
36137,0
36138,0
36139,1
36140,1
36141,1
36142,1
36143,1
36144,1
36145,1
36146,1
36147,1
36148,1
36149,1
36150,1
36151,1
36152,1
36153,1
36154,1
36155,1
36156,1
36157,1
36158,1
36159,1
36160,1
36161,1
36162,1
36163,1
36164,1
36165,1
36166,1
36167,1
36168,1
36169,1
36170,1
36171,1
36172,1
36173,1
36174,1
36175,1
36176,0
36177,1
36178,1
36179,1
36180,1
36181,1
36182,1
36183,1
36184,1
36185,0
36186,0
36187,1
36188,1
36189,0
36190,1
36191,1
36192,1
36193,0
36194,1
36195,1
36196,0
36197,0
36198,0
36199,0
36200,0
36201,0
36202,0
36203,0
36204,0
36205,0
36206,0
36207,0
36208,0
36209,0
36210,0
36211,1
36212,1
36213,1
36214,1
36215,0
36216,1
36217,1
36218,1
36219,1
36220,1
36221,0
36222,0
36223,0
36224,0
36225,0
36226,0
36227,0
36228,0
36229,1
36230,1
36231,1
36232,1
36233,1
36234,1
36235,1
36236,1
36237,1
36238,0
36239,0
36240,0
36241,0
36242,0
36243,1
36244,0
36245,1
36246,1
36247,1
36248,1
36249,1
36250,1
36251,1
36252,0
36253,1
36254,1
36255,1
36256,1
36257,0
36258,1
36259,1
36260,1
36261,1
36262,1
36263,1
36264,1
36265,1
36266,1
36267,1
36268,1
36269,1
36270,1
36271,0
36272,1
36273,0
36274,1
36275,0
36276,0
36277,0
36278,0
36279,0
36280,0
36281,0
36282,0
36283,0
36284,0
36285,0
36286,0
36287,0
36288,0
36289,0
36290,0
36291,1
36292,0
36293,1
36294,0
36295,1
36296,0
36297,0
36298,1
36299,1
36300,1
36301,0
36302,1
36303,1
36304,1
36305,1
36306,1
36307,1
36308,1
36309,1
36310,1
36311,1
36312,1
36313,1
36314,1
36315,1
36316,0
36317,0
36318,0
36319,1
36320,0
36321,1
36322,1
36323,0
36324,0
36325,0
36326,1
36327,0
36328,0
36329,0
36330,0
36331,0
36332,1
36333,1
36334,1
36335,1
36336,1
36337,1
36338,1
36339,1
36340,1
36341,1
36342,1
36343,1
36344,1
36345,1
36346,1
36347,1
36348,1
36349,1
36350,1
36351,1
36352,1
36353,1
36354,1
36355,0
36356,1
36357,0
36358,1
36359,1
36360,1
36361,0
36362,1
36363,1
36364,0
36365,0
36366,1
36367,1
36368,1
36369,1
36370,1
36371,1
36372,1
36373,1
36374,1
36375,1
36376,1
36377,1
36378,0
36379,0
36380,0
36381,1
36382,0
36383,0
36384,0
36385,0
36386,0
36387,0
36388,0
36389,0
36390,0
36391,0
36392,0
36393,0
36394,0
36395,0
36396,0
36397,0
36398,0
36399,0
36400,0
36401,0
36402,0
36403,0
36404,0
36405,0
36406,0
36407,0
36408,0
36409,0
36410,1
36411,1
36412,1
36413,1
36414,1
36415,1
36416,1
36417,0
36418,0
36419,1
36420,0
36421,1
36422,1
36423,1
36424,1
36425,1
36426,1
36427,1
36428,1
36429,1
36430,1
36431,1
36432,1
36433,1
36434,1
36435,1
36436,1
36437,1
36438,0
36439,1
36440,1
36441,1
36442,1
36443,1
36444,1
36445,1
36446,1
36447,1
36448,1
36449,1
36450,1
36451,1
36452,1
36453,1
36454,1
36455,1
36456,1
36457,1
36458,1
36459,1
36460,1
36461,1
36462,1
36463,1
36464,1
36465,1
36466,1
36467,1
36468,1
36469,1
36470,1
36471,1
36472,1
36473,1
36474,1
36475,1
36476,1
36477,1
36478,1
36479,1
36480,1
36481,1
36482,1
36483,1
36484,1
36485,1
36486,1
36487,1
36488,1
36489,1
36490,1
36491,1
36492,1
36493,1
36494,1
36495,1
36496,1
36497,1
36498,1
36499,1
36500,1
36501,1
36502,1
36503,1
36504,1
36505,0
36506,0
36507,0
36508,0
36509,0
36510,0
36511,0
36512,0
36513,0
36514,0
36515,0
36516,0
36517,0
36518,0
36519,0
36520,0
36521,0
36522,0
36523,0
36524,0
36525,1
36526,1
36527,1
36528,1
36529,0
36530,1
36531,1
36532,1
36533,0
36534,1
36535,1
36536,1
36537,1
36538,1
36539,1
36540,1
36541,1
36542,1
36543,1
36544,1
36545,1
36546,1
36547,1
36548,1
36549,1
36550,0
36551,1
36552,1
36553,1
36554,1
36555,1
36556,0
36557,1
36558,1
36559,1
36560,1
36561,0
36562,1
36563,0
36564,1
36565,0
36566,1
36567,0
36568,0
36569,0
36570,1
36571,1
36572,1
36573,1
36574,1
36575,0
36576,0
36577,0
36578,0
36579,0
36580,0
36581,1
36582,1
36583,0
36584,1
36585,0
36586,0
36587,0
36588,0
36589,0
36590,0
36591,0
36592,1
36593,0
36594,1
36595,0
36596,1
36597,1
36598,0
36599,0
36600,0
36601,1
36602,0
36603,0
36604,0
36605,0
36606,1
36607,0
36608,0
36609,1
36610,1
36611,1
36612,1
36613,1
36614,1
36615,1
36616,1
36617,1
36618,1
36619,1
36620,0
36621,1
36622,0
36623,1
36624,1
36625,1
36626,0
36627,1
36628,1
36629,1
36630,1
36631,1
36632,0
36633,1
36634,1
36635,1
36636,1
36637,1
36638,1
36639,1
36640,1
36641,1
36642,1
36643,0
36644,1
36645,1
36646,0
36647,1
36648,0
36649,1
36650,1
36651,1
36652,1
36653,1
36654,0
36655,0
36656,1
36657,1
36658,1
36659,1
36660,1
36661,1
36662,1
36663,1
36664,1
36665,1
36666,1
36667,1
36668,1
36669,1
36670,0
36671,1
36672,0
36673,1
36674,1
36675,1
36676,1
36677,1
36678,1
36679,1
36680,1
36681,1
36682,0
36683,1
36684,1
36685,1
36686,1
36687,0
36688,1
36689,1
36690,1
36691,0
36692,1
36693,1
36694,0
36695,0
36696,1
36697,1
36698,1
36699,0
36700,0
36701,0
36702,1
36703,1
36704,1
36705,1
36706,1
36707,1
36708,1
36709,1
36710,0
36711,0
36712,0
36713,1
36714,1
36715,1
36716,1
36717,0
36718,0
36719,1
36720,0
36721,0
36722,0
36723,0
36724,0
36725,0
36726,1
36727,1
36728,0
36729,0
36730,0
36731,1
36732,0
36733,1
36734,1
36735,1
36736,1
36737,1
36738,1
36739,1
36740,1
36741,1
36742,1
36743,1
36744,1
36745,1
36746,1
36747,1
36748,1
36749,1
36750,0
36751,0
36752,1
36753,1
36754,1
36755,1
36756,1
36757,0
36758,0
36759,0
36760,0
36761,0
36762,0
36763,0
36764,1
36765,1
36766,1
36767,1
36768,1
36769,1
36770,1
36771,0
36772,0
36773,0
36774,0
36775,0
36776,0
36777,0
36778,0
36779,0
36780,0
36781,0
36782,0
36783,0
36784,0
36785,0
36786,1
36787,0
36788,1
36789,1
36790,1
36791,1
36792,1
36793,1
36794,0
36795,0
36796,0
36797,1
36798,1
36799,0
36800,1
36801,1
36802,1
36803,1
36804,1
36805,0
36806,0
36807,1
36808,1
36809,0
36810,1
36811,1
36812,1
36813,1
36814,1
36815,1
36816,1
36817,1
36818,1
36819,1
36820,1
36821,1
36822,0
36823,1
36824,0
36825,1
36826,1
36827,1
36828,0
36829,0
36830,0
36831,0
36832,0
36833,0
36834,0
36835,0
36836,0
36837,0
36838,0
36839,0
36840,1
36841,1
36842,0
36843,0
36844,0
36845,0
36846,1
36847,0
36848,0
36849,1
36850,0
36851,0
36852,0
36853,0
36854,0
36855,0
36856,1
36857,1
36858,1
36859,1
36860,0
36861,0
36862,0
36863,1
36864,1
36865,1
36866,0
36867,1
36868,0
36869,0
36870,1
36871,1
36872,1
36873,1
36874,0
36875,0
36876,1
36877,1
36878,1
36879,1
36880,0
36881,1
36882,1
36883,0
36884,1
36885,0
36886,1
36887,1
36888,1
36889,1
36890,1
36891,0
36892,1
36893,1
36894,0
36895,1
36896,1
36897,1
36898,0
36899,0
36900,0
36901,1
36902,1
36903,1
36904,1
36905,0
36906,0
36907,0
36908,1
36909,1
36910,1
36911,1
36912,1
36913,1
36914,0
36915,0
36916,0
36917,1
36918,1
36919,1
36920,1
36921,1
36922,1
36923,1
36924,1
36925,1
36926,1
36927,0
36928,0
36929,1
36930,1
36931,1
36932,1
36933,1
36934,1
36935,1
36936,1
36937,1
36938,1
36939,1
36940,1
36941,1
36942,1
36943,1
36944,1
36945,0
36946,0
36947,1
36948,1
36949,1
36950,1
36951,1
36952,1
36953,1
36954,1
36955,1
36956,1
36957,1
36958,0
36959,1
36960,1
36961,0
36962,0
36963,0
36964,0
36965,0
36966,0
36967,1
36968,1
36969,1
36970,1
36971,1
36972,1
36973,1
36974,1
36975,1
36976,1
36977,1
36978,1
36979,1
36980,1
36981,1
36982,1
36983,1
36984,1
36985,1
36986,1
36987,1
36988,0
36989,1
36990,0
36991,1
36992,1
36993,1
36994,1
36995,1
36996,1
36997,1
36998,1
36999,1
37000,1
37001,1
37002,1
37003,1
37004,1
37005,1
37006,1
37007,1
37008,1
37009,1
37010,1
37011,1
37012,1
37013,1
37014,1
37015,1
37016,1
37017,1
37018,1
37019,0
37020,1
37021,1
37022,1
37023,1
37024,1
37025,1
37026,1
37027,1
37028,0
37029,1
37030,1
37031,1
37032,1
37033,1
37034,1
37035,1
37036,1
37037,0
37038,1
37039,1
37040,1
37041,1
37042,1
37043,1
37044,1
37045,0
37046,1
37047,1
37048,1
37049,1
37050,1
37051,1
37052,1
37053,1
37054,0
37055,0
37056,1
37057,1
37058,1
37059,0
37060,0
37061,1
37062,1
37063,1
37064,1
37065,1
