cuit;sd;valor_pond;NOMBRE;desc
30707654011;C_13;3714835.11;MINERA SANTA CRUZ S.A;Extraccion de minerales metaliferos
30682347194;C_13;11145662.46986068;MINERA ANDINA DEL SOL SRL;Extraccion de minerales metaliferos
33612005449;C_13;2096067.1228176143;SANDVIK ARGENTINA S A;Extraccion de minerales metaliferos
30663301744;C_13;3203272.59;MINERA ALUMBRERA LIMITED;Extraccion de minerales metaliferos
30576721710;C_13;2964442.8878223794;SULLAIR ARGENTINA S A;Extraccion de minerales metaliferos
30682440003;C_13;2764874.23070965;IGARRETA MAQUINAS SA;Extraccion de minerales metaliferos
30710376170;C_13;1967266.4510387536;ZMG ARGENTINA SRL;Extraccion de minerales metaliferos
30647227119;C_14;15897599.622706281;FINNING ARGENTINA SOCIEDAD ANONIMA;Explotacion de otras minas y canteras
30682440003;C_14;9000272.060252376;IGARRETA MAQUINAS SA;Explotacion de otras minas y canteras
30615829699;C_14;2212365.7652059267;TERMINAL 6 S A;Explotacion de otras minas y canteras
33678195249;C_14;2388538.6830042526;BISCAYNE SERVICIOS  S A;Explotacion de otras minas y canteras
30531489086;C_14;2473544.0799020603;PATRICIO PALMERO S A I C Y A;Explotacion de otras minas y canteras
30576721710;C_14;5472290.908341082;SULLAIR ARGENTINA S A;Explotacion de otras minas y canteras
30708380829;C_14;13828014.962517466;ESTELAR RESOURCES LIMITED  S.A;Explotacion de otras minas y canteras
30710376170;C_14;3581014.6082324334;ZMG ARGENTINA SRL;Explotacion de otras minas y canteras
30641593555;C_14;3170408.18;POTASIO RIO COLORADO SA;Explotacion de otras minas y canteras
33599594839;C_14;4336642.024298627;REPAS S A;Explotacion de otras minas y canteras
30500858628;D_15;5548393.476253142;MOLINOS RIO DE LA PLATA S A;Alimentos
30546764040;D_15;12092621.038025076;NESTLE ARGENTINA S A;Alimentos
30537647716;D_15;6650170.749623495;PEPSICO DE ARGENTINA SOCIEDAD DE RESPONSABILIDAD L;Alimentos
30502793175;D_15;6816079.001997715;ARCOR S A I C;Alimentos
30708668733;D_15;6479211.285185737;REFRES NOW S.A.;Alimentos
30500974016;D_15;5104439.881901267;ASOCIACION ARGENTINA DE LOS ADVENTISTAS DEL SEPTIM;Alimentos
30709590894;D_15;6903092.076413722;RENOVA S.A;Alimentos
33508358259;D_15;6941170.937363864;CERVECERIA Y MALTERIA QUILMES SAICA Y G;Alimentos
30711585350;D_15;4752262.131153582;NISSAN ARGENTINA S.A.;Alimentos
33627088499;D_15;4564792.002800817;CUENCA DEL SALADO SA;Alimentos
30519336274;D_16;99228.84955431898;MUNDITOL SA I C E F E I;Tabaco
30710219865;D_16;329883.6108286925;BRONWAY TECHNOLOGY SA;Tabaco
30677421548;D_16;663820.2418326667;TABACALERA SARANDI S.A.;Tabaco
33516444539;D_16;106671.10750878237;DANFOSS SA;Tabaco
33503921249;D_16;113694.01222413055;CARRIER S.R.L;Tabaco
30696930852;D_16;189890.2559797939;STIHL MOTOIMPLEMENTOS SAU;Tabaco
30518293687;D_16;207144.56885182418;COOPERATIVA DE TABACALEROS DE JUJUY LIMITADA.-;Tabaco
30546689979;D_16;181878.4157721966;YPF SOCIEDAD ANONIMA;Tabaco
30501112662;D_16;150493.39033650674;BRITISH AMERICAN TOBACCO ARGENTINA SAICYF;Tabaco
33500606989;D_16;2536152.470552105;MASSALIN PARTICULARES SRL;Tabaco
30657237449;D_17;1819191.802409416;ENOD S A;Productos textiles
30611724728;D_17;4284961.49;ALGODONERA DEL VALLE S A;Productos textiles
30550851268;D_17;2726603.85;CLADD INDUSTRIA TEXTIL ARGENTINA S.A.;Productos textiles
23126289219;D_17;1595381.9026008372;GARCIA GUSTAVO ENRIQUE;Productos textiles
30618820455;D_17;1224958.56221901;VICUNHA ARGENTINA SA;Productos textiles
30502671126;D_17;4466536.276724828;TIPOITI S A T I C;Productos textiles
30612113331;D_17;1227865.07;RICOLTEX SRL;Productos textiles
30690341413;D_17;1499563.74;PGI ARGENTINA S.A.;Productos textiles
30597188710;D_17;2506165.55;MANUFACTURA DE FIBRAS SINTETICAS SA;Productos textiles
30626369622;D_17;1577671.9232778284;HILADO SOCIEDAD ANONIMA;Productos textiles
30708539739;D_18;285325.10000000003;VIU  SA;Confecciones
30655725829;D_18;333643.50975112343;FALABELLA  S A;Confecciones
30712002944;D_18;569582.8899999999;BWK 1924 SRL;Confecciones
30710791879;D_18;400337.41000000003;IMPORBAMAS SOCIEDAD ANONIMA;Confecciones
30708547634;D_18;149006.16308084075;BIPRESS S.R.L.;Confecciones
30678155469;D_18;182167.00459042046;NIKE ARGENTINA SRL;Confecciones
30690333917;D_18;356238.2100000001;RESEARCH TEXTIL S R L;Confecciones
30677291083;D_18;274516.12;CHEEK SOCIEDAD ANONIMA;Confecciones
30576630057;D_18;193115.65999999997;HINCK SA;Confecciones
30707607544;D_18;332344.6684776726;REALTEX S.A.;Confecciones
30707243976;D_19;720128.1989996721;SCHUSTER MAQUINARIAS SOCIEDAD ANONIMA;Cuero
30703468515;D_19;357856.57999999996;TECAL SA;Cuero
30500902198;D_19;385400.70999999996;MENINI HNOS S R L;Cuero
30708402911;D_19;323057.2902828443;GAX S.A.;Cuero
30712253319;D_19;1201804.2265857654;LIBERTADOR 520 S.A.;Cuero
30500608656;D_19;515735.9900000001;SA LA HISPANO ARGENTINA CURTIEMBRE Y CHAROLERIA;Cuero
30707784292;D_19;604008.5799858868;INDUSTRIAS DE PASCALE S.A.;Cuero
30709114766;D_19;998586.0077876595;RAVEQUIO S.A.;Cuero
30682450963;D_19;696253.9243386695;FCA AUTOMOBILES ARGENTINA S A;Cuero
30698783032;D_19;755790.8417422443;LADY STORK S A;Cuero
30607086989;D_20;272472.9510681377;FORESTAL GUARANI SA;Madera
33563240119;D_20;1322070.3011093105;ARAUCO ARGENTINA S.A;Madera
30503664131;D_20;266691.39257332776;OBLAK HNOS S A C I F I;Madera
30691732629;D_20;239560.24429344095;SADEPAN LATINOAMERICANA SA;Madera
30576209890;D_20;234051.7550892785;FORESTADORA TAPEBICUA S.A.U.;Madera
30518455970;D_20;4938215.271262704;COMPA?IA AMERICANA DE LAPICES SOCIEDAD DE RESPONSA;Madera
30521329242;D_20;275307.40617709805;MAQUINARIAS CASEROS S A;Madera
30709993050;D_20;207096.58822639872;ASERRADERO JESKE SRL;Madera
30656553711;D_20;1808035.58;EGGER  ARGENTINA  S A U;Madera
30692432661;D_20;282166.5504688879;NUEVO BANCO DE SANTA FE SA;Madera
30501036672;D_21;1859587.5987851643;LA PAPELERA DEL PLATA S A;Papel
33707121829;D_21;3275402.66;CELUPAPER S A;Papel
30597971598;D_21;3406475.9499999997;CELULOSA CAMPANA SOCIEDAD ANONIMA;Papel
30590203056;D_21;3990576.153132685;PAPELERA SAN ANDRES DE GILES SA;Papel
30615265450;D_21;4177024.59;PROCTER & GAMBLE ARGENTINA SRL;Papel
30655275998;D_21;5068203.613781544;PAPELERA SAMSENG SA;Papel
30506445600;D_21;940478.1592023949;PAPELTECNICA SAIC;Papel
30687314499;D_21;1020943.8;KLABIN ARGENTINA S A;Papel
30548089405;D_21;1057893.939473798;INTERPACK  S A;Papel
30501250305;D_21;977564.4073446676;LEDESMA SOCIEDAD ANONIMA AGRICOLA INDUSTRIAL;Papel
30708108304;D_22;1639399.1180709302;FLEXIMPRESS S.R.L.;EdiciÃ³n
30541682372;D_22;1718924.3750384625;XEROX ARGENTINA I C S A;EdiciÃ³n
30614104712;D_22;1401701.6099432553;EPSON ARGENTINA S.R.L.;EdiciÃ³n
30500229973;D_22;1322676.81;AKIAN GRAFICA EDITORA SOCIEDAD ANONIMA;EdiciÃ³n
30504231581;D_22;1579072.9773653368;RICOH ARGENTINA SA;EdiciÃ³n
30548089405;D_22;2679036.5547511764;INTERPACK  S A;EdiciÃ³n
30714809373;D_22;1234458.488836465;HP INC ARGENTINA S.R.L.;EdiciÃ³n
30613078181;D_22;1197509.3;CONTARTESE GRAFICA SRL;EdiciÃ³n
33600427879;D_22;1190780.5099999998;BORSELLINO IMPRESOS SOCIEDAD DE RESPONSABILIDAD LI;EdiciÃ³n
30681466343;D_22;1151044.4664877006;LEXMARK INTERNATIONAL DE ARGENTINA INC SUCURSAL AR;EdiciÃ³n
30546689979;D_23;161000.23307903676;YPF SOCIEDAD ANONIMA;Productos de petrÃ³leo
30526552659;D_23;513322.66225671215;PAMPA ENERGIA S A;Productos de petrÃ³leo
30500530851;D_23;30212.627331290467;LOMA NEGRA CIA INDUSTRIAL ARGENTINA SA;Productos de petrÃ³leo
30575766710;D_23;45954.560000000005;INTERLUB SA;Productos de petrÃ³leo
30663314366;D_23;32490.520283275888;LITOGRAFIA ABBATIELLO SA;Productos de petrÃ³leo
33504113049;D_23;57823.98638105545;CABOT ARGENTINA S A I C;Productos de petrÃ³leo
30589673804;D_23;266410.1342438895;CONUAR S A (COMBUSTIBLES NUCLEARES ARGENTINOS);Productos de petrÃ³leo
30576721710;D_23;38870.427453635566;SULLAIR ARGENTINA S A;Productos de petrÃ³leo
30506919009;D_23;1484286.7320850987;AXION ENERGY ARGENTINA SA;Productos de petrÃ³leo
30691278707;D_23;1232175.9700000002;DIOXITEK SA;Productos de petrÃ³leo
30500842586;D_24;2516172.1530165887;FATE SAICI;Productos quÃ­micos
30709590894;D_24;1801644.235616518;RENOVA S.A;Productos quÃ­micos
30517130032;D_24;2296851.3;GLAXOSMITHKLINE ARGENTINA SOCIEDAD ANONIMA;Productos quÃ­micos
30655534462;D_24;1742160.193085059;VISUAR S.A.;Productos quÃ­micos
30518455970;D_24;5415314.228737297;COMPA?IA AMERICANA DE LAPICES SOCIEDAD DE RESPONSA;Productos quÃ­micos
30711585350;D_24;1594117.0526583132;NISSAN ARGENTINA S.A.;Productos quÃ­micos
30614751750;D_24;1648266.24;TRIQUIM SA;Productos quÃ­micos
33500606989;D_24;1642063.0270019218;MASSALIN PARTICULARES SRL;Productos quÃ­micos
30535994540;D_24;3062057.75;QUIMICA MONTPELLIER S A;Productos quÃ­micos
30526552659;D_24;48776333.61709392;PAMPA ENERGIA S A;Productos quÃ­micos
30587546147;D_25;2496959.607871148;APTAR ARGENTINA S.A.;Productos de caucho y plÃ¡stico
30504115026;D_25;2230591.34;MEXICHEM ARGENTINA SA;Productos de caucho y plÃ¡stico
30701031063;D_25;2236751.767709724;ALPLA AVELLANEDA S A;Productos de caucho y plÃ¡stico
30628323603;D_25;2361636.798063053;GRUPO SIMPA S A;Productos de caucho y plÃ¡stico
30707416013;D_25;7066871.301222047;ACSUR SOCIEDAD ANONIMA;Productos de caucho y plÃ¡stico
30505817423;D_25;4027556.0665459763;INDUSTRIA DEL PLASTICO Y  METALURGICA ALBANO COZZU;Productos de caucho y plÃ¡stico
30655534462;D_25;5124386.934826974;VISUAR S.A.;Productos de caucho y plÃ¡stico
30500315683;D_25;5020600.24515523;BRIDGESTONE  ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL;Productos de caucho y plÃ¡stico
30682450963;D_25;4599938.85010186;FCA AUTOMOBILES ARGENTINA S A;Productos de caucho y plÃ¡stico
30500842586;D_25;3559379.550048533;FATE SAICI;Productos de caucho y plÃ¡stico
30501010053;D_26;3351320.3856146755;CANTERAS CERRO NEGRO SA;Otros minerales no metÃ¡licos
30563598111;D_26;2980472.1556282104;PETROQUIMICA COMODORO RIVADAVIA S A;Otros minerales no metÃ¡licos
30526047792;D_26;3426014.4439605493;CEMENTOS AVELLANEDA S A;Otros minerales no metÃ¡licos
30616106119;D_26;3563809.959692446;ILVA SOCIEDAD ANONIMA;Otros minerales no metÃ¡licos
30715331868;D_26;5325526.671922299;BRIMAX S.A.;Otros minerales no metÃ¡licos
30714279684;D_26;5859591.072088447;TECNOCER S.A.;Otros minerales no metÃ¡licos
30500530851;D_26;4154503.3866282427;LOMA NEGRA CIA INDUSTRIAL ARGENTINA SA;Otros minerales no metÃ¡licos
30708130695;D_26;4845145.35;OWENS ILLINOIS ARGENTINA S.A.;Otros minerales no metÃ¡licos
30644406799;D_26;15475093.041589765;INDUSTRIAS CERAMICAS LOURDES SA;Otros minerales no metÃ¡licos
30711585350;D_26;3274433.969195307;NISSAN ARGENTINA S.A.;Otros minerales no metÃ¡licos
33658615969;D_27;604094.5933392621;BLACK Y DECKER ARGENTINA S A;Metales comunes
30516888241;D_27;662581.4000700592;TERNIUM ARGENTINA S A;Metales comunes
30500776524;D_27;1213800.8300000003;CINTOLO HNOS METALURGICA SAIC;Metales comunes
20228883868;D_27;758809.3137290339;ROSSI RACCA ADRIAN MARCELO;Metales comunes
30502414719;D_27;999312.0713062973;PRYSMIAN ENERGIA CABLES Y SISTEMAS DE ARGENTINA SO;Metales comunes
33644120479;D_27;1697881.01;ETC S A;Metales comunes
30615368292;D_27;1521820.5021419234;SIDERSA SA;Metales comunes
30500544844;D_27;920660.362575719;COMPA?IA MINERA AGUILAR SOCIEDAD ANONIMA;Metales comunes
30682450963;D_27;673446.5976853856;FCA AUTOMOBILES ARGENTINA S A;Metales comunes
33568813419;D_27;777536.28;ACEROS CUYANOS S.A.;Metales comunes
30680823185;D_28;1963138.91;ENVASES DEL PLATA S A;Otros productos de metal
30711585350;D_28;1583588.0127980167;NISSAN ARGENTINA S.A.;Otros productos de metal
30546676974;D_28;7692810.426285479;SOCIEDAD DEL ESTADO CASA DE MONEDA;Otros productos de metal
30708547634;D_28;1738953.0809386042;BIPRESS S.R.L.;Otros productos de metal
30655534462;D_28;1631207.132641354;VISUAR S.A.;Otros productos de metal
30689024439;D_28;2128839.3;TAVAL SA;Otros productos de metal
30577546777;D_28;2150294.218804298;HONDA MOTOR DE ARGENTINA SOCIEDAD ANONIMA;Otros productos de metal
30586423513;D_28;2339316.73;ARNEG ARGENTINA S.A.;Otros productos de metal
30682450963;D_28;2682052.881112047;FCA AUTOMOBILES ARGENTINA S A;Otros productos de metal
30678547219;D_28;1981905.3599999999;GEN ROD SA;Otros productos de metal
30710779054;D_29;66713792.34682867;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Maquinaria y equipo
30708687800;D_29;11488897.507726012;TOYOTA MATERIAL HANDLING MERCOSUR INDUSTRIA E COME;Maquinaria y equipo
30503771655;D_29;11366907.950000001;BRIKET S A;Maquinaria y equipo
30533119227;D_29;9657188.180000002;TALLERES METALURGICOS BAMBI S A;Maquinaria y equipo
30596970156;D_29;9470008.00472313;FRIMETAL S A;Maquinaria y equipo
30617907530;D_29;14716558.65;EL DORADO SOCIEDAD ANONIMA;Maquinaria y equipo
30647227119;D_29;15738129.39176201;FINNING ARGENTINA SOCIEDAD ANONIMA;Maquinaria y equipo
30604514009;D_29;10935282.372182915;KRONEN INTERNACIONAL S A;Maquinaria y equipo
30655534462;D_29;9563909.084621804;VISUAR S.A.;Maquinaria y equipo
30501598131;D_29;12160043.170306237;INDUSTRIAS JUAN F SECCO S A;Maquinaria y equipo
30708532319;D_29_30_31_32_33;10122.423929106964;NESHER S.R.L.;Maquinaria n.c.p.
30525778467;D_29_30_31_32_33;132240.62980483967;PRILLWITZ Y CIA SRL;Maquinaria n.c.p.
33689206099;D_29_30_31_32_33;353754.0506908542;T6 INDUSTRIAL SOCIEDAD ANONIMA;Maquinaria n.c.p.
20218422013;D_29_30_31_32_33;42050.0;LOPEZ EDUARDO CARLOS;Maquinaria n.c.p.
30500813896;D_29_30_31_32_33;6748.592048710989;CABANELLAS Y CIA S A C I;Maquinaria n.c.p.
30709511625;D_29_30_31_32_33;7169.577187263838;LYNCH COCINAS SA;Maquinaria n.c.p.
30711828326;D_29_30_31_32_33;51492.69076454304;COMPLEJO ALIMENTICIO SAN SALVADOR S.A.;Maquinaria n.c.p.
33710594479;D_29_30_31_32_33;25448.850147752455;ELIOVAC SA;Maquinaria n.c.p.
30710265093;D_29_30_31_32_33;127427.58836670095;CABBONLINE S.A.;Maquinaria n.c.p.
33688426249;D_29_30_31_32_33;7680.094207095895;GRUAPA SRL;Maquinaria n.c.p.
30707689915;D_30;297256.5496523163;HUAWEI TECH INVESTMENT CO LTD.;Maquinaria de oficina
30640897267;D_30;439655.31632909505;TELECENTRO S A;Maquinaria de oficina
30710779054;D_30;1444931.0476727309;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Maquinaria de oficina
30539509256;D_30;217738.71384183413;CIRILO AYLING S A I C;Maquinaria de oficina
30709436429;D_30;231438.5588870054;PLOTTERDOC. COM S.R.L.;Maquinaria de oficina
30592746898;D_30;846667.7155786997;PERMAQUIM SOCIEDAD ANONIMA;Maquinaria de oficina
30714508748;D_30;518470.347559576;IKON SOLUTIONS S.A.;Maquinaria de oficina
30651655516;D_30;506790.427842411;ELIT S A;Maquinaria de oficina
30710173814;D_30;220785.3642192812;SENTEY SA;Maquinaria de oficina
30614104712;D_30;1134058.7998272926;EPSON ARGENTINA S.R.L.;Maquinaria de oficina
30592199544;D_31;7582062.961701622;SCHNEIDER ELECTRIC ARGENTINA SOCIEDAD ANONIMA;Aparatos elÃ©ctricos
30640897267;D_31;2994699.05278932;TELECENTRO S A;Aparatos elÃ©ctricos
30502414719;D_31;2220363.1472864575;PRYSMIAN ENERGIA CABLES Y SISTEMAS DE ARGENTINA SO;Aparatos elÃ©ctricos
30500914277;D_31;6158354.067289707;LEDVANCE S A;Aparatos elÃ©ctricos
33714924619;D_31;8786761.742338942;SIGNIFY ARGENTINA S.A.;Aparatos elÃ©ctricos
30690376527;D_31;2587329.3557678144;DISTRIBUIDORA INTERELEC S A;Aparatos elÃ©ctricos
30611906079;D_31;2469647.61;PALMERO SAN LUIS SA;Aparatos elÃ©ctricos
30711784469;D_31;2608342.670354262;CORESA GROUP S.R.L.;Aparatos elÃ©ctricos
30690833413;D_31;5834387.243156753;TICAR S R L;Aparatos elÃ©ctricos
30503364898;D_31;2017985.757933821;SIEMENS ENERGY S.A.;Aparatos elÃ©ctricos
30708574798;D_32;142256347.0642228;BRIGHTSTAR FUEGUINA  SA;Radio y televisiÃ³n
30709453250;D_32;7799666.255229349;SOLNIK S.A.;Radio y televisiÃ³n
30710779054;D_32;317210115.7771203;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Radio y televisiÃ³n
30711498520;D_32;5238517.552487764;TELECOMUNICACIONES FUEGUINAS S.A.;Radio y televisiÃ³n
30612843151;D_32;3984730.332129059;ELECTROFUEGUINA SA;Radio y televisiÃ³n
30709564907;D_32;5069598.868048857;DIGITAL FUEGUINA SA;Radio y televisiÃ³n
30503612891;D_32;8425928.36504806;B G H S A;Radio y televisiÃ³n
30584811982;D_32;5212894.484152011;RADIO VICTORIA  ARGENTINA SOCIEDAD ANONIMA;Radio y televisiÃ³n
30597066763;D_32;5244305.904876014;FAMAR FUEGUINA SA;Radio y televisiÃ³n
30710418302;D_32;25745516.521034013;TECNOSUR S.A.;Radio y televisiÃ³n
30598929226;D_33;761627.3363372306;TECNOUS SA;Instrumentos mÃ©dicos
33685159649;D_33;2063075.7556322592;STOREY SA;Instrumentos mÃ©dicos
30700473658;D_33;748933.1656120257;BECTON DICKINSON ARGENTINA S R L;Instrumentos mÃ©dicos
30703459192;D_33;3351252.1533775483;TECNO STAFF S A.U.;Instrumentos mÃ©dicos
30585581247;D_33;4816090.353591579;INVAP SOCIEDAD DEL ESTADO;Instrumentos mÃ©dicos
30709042269;D_33;884266.3400000001;KINETICAL SRL;Instrumentos mÃ©dicos
30613926905;D_33;1065613.5589503192;J Y R CAPELLO SA;Instrumentos mÃ©dicos
30522674172;D_33;1128448.4000000001;IMPLANTES F. I. C. O.  ALEMANA S.A.;Instrumentos mÃ©dicos
30707766316;D_33;4460042.2;ITRON ARGENTINA  SA;Instrumentos mÃ©dicos
30592199544;D_33;964413.3575226277;SCHNEIDER ELECTRIC ARGENTINA SOCIEDAD ANONIMA;Instrumentos mÃ©dicos
30503317814;D_34;63786447.570619196;RENAULT ARGENTINA S.A;Automotores
30504744538;D_34;9194831.33010438;PEUGEOT CITROEN ARGENTINA SOCIEDAD ANONIMA;Automotores
30578036071;D_34;11615817.713539736;MIRGOR SA C I F I A;Automotores
30678519681;D_34;9894569.25859419;FORD ARGENTINA SOCIEDAD EN COMANDITA POR ACCIONES;Automotores
30504018845;D_34;9582123.74655477;VOLKSWAGEN ARGENTINA S A;Automotores
30502987360;D_34;6783312.998470381;MERCEDES-BENZ ARGENTINA S.A.U;Automotores
30577546777;D_34;8313893.065526409;HONDA MOTOR DE ARGENTINA SOCIEDAD ANONIMA;Automotores
30711585350;D_34;13709746.726356085;NISSAN ARGENTINA S.A.;Automotores
30685014420;D_34;13961220.41;DENSO MANUFACTURING ARGENTINA S.A.;Automotores
30682450963;D_34;19676332.60455995;FCA AUTOMOBILES ARGENTINA S A;Automotores
30682963464;D_35;11318591.60066431;BMW DE ARGENTINA S.A.;Otros equipo de transporte
30687234754;D_35;25991752.11363879;YAMAHA MOTOR ARGENTINA SA;Otros equipo de transporte
30504018845;D_35;2473799.978893758;VOLKSWAGEN ARGENTINA S A;Otros equipo de transporte
30714946192;D_35;9079211.004001508;DRAGADOS ARGENTINOS DASA SA;Otros equipo de transporte
30715162519;D_35;1861830.6741280635;GREAT CARS S.A.;Otros equipo de transporte
30577546777;D_35;9190912.323162371;HONDA MOTOR DE ARGENTINA SOCIEDAD ANONIMA;Otros equipo de transporte
30711260664;D_35;2350947.978235311;N MOTORES S.A.;Otros equipo de transporte
30628323603;D_35;3062109.9829385816;GRUPO SIMPA S A;Otros equipo de transporte
30678149639;D_35;7491632.2666995255;HARLEY DAVIDSON BUENOS AIRES SA;Otros equipo de transporte
33523287589;D_35;1682706.2207176443;JUKI S A C I F I A;Otros equipo de transporte
30537647198;D_36;1211217.536469018;A W FABER CASTELL ARGENTINA S A;Muebles
30709135135;D_36;1433984.6287556444;COMPA?IA ARGENTINA DE MERCHANDISING S.A.;Muebles
30614104712;D_36;1118823.8437166605;EPSON ARGENTINA S.R.L.;Muebles
30677041877;D_36;925850.2998763224;GARDEN LIFE S A;Muebles
30590360763;D_36;974554.9800816888;CENCOSUD S A;Muebles
