hs6_d12;sd;valor_pond;HS6;hs6_d12_desc;impo_tot;letra;impo_relativa;short_name;desc
87042190390N;P;7331848.100209025;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;13474404.488156918;P;0.54413151294762;Los demás // De;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87043190200T;P;4584512.247607647;870431;De carga máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;13474404.488156918;P;0.34023857986726763;De carga máxima;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87042190990W;P;639713.6457043757;870421;Los demás // Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;13474404.488156918;P;0.04747620915392887;Los demás // Lo;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87042190200D;P;489476.68451246317;870421;De cabina simple,de carga máxima menor o           igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTO;13474404.488156918;P;0.03632640573783277;De cabina simpl;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87043190900F;P;171185.91066650057;870431;Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;13474404.488156918;P;0.012704525147434998;Los demás // Lo;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87042110900N;P;150725.98307078824;870421;Los demás // Chasis con motor y cabina // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS;13474404.488156918;P;0.01118609606853246;Los demás // Ch;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87042190910V;P;67224.46218534089;870421;De carga máxima menor o igual a 1,5 t // Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL;13474404.488156918;P;0.004989048847719141;De carga máxima;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87043120000N;P;22437.35060239176;870431;Con caja basculante // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;13474404.488156918;P;0.001665183097487734;Con caja bascul;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87042110100V;P;14862.54283105077;870421;De cabina simple,de carga máxima menor o           igual a 1,5 t. // Chasis con motor y cabina // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): /;13474404.488156918;P;0.0011030203853620345;De cabina simpl;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
85256020000Q;P;1146.7611140648046;852560;"De televisión, de frecuencia superior a    7 GHz // -Aparatos emisores con aparato receptor incorporado // APARATOS EMISORES DE RADIODIFUSIÓN O TELEVISIÓN, INCLUSO CON APARATO RECEPTOR O DE GRABACIÓN OREPRODUCCIÓN DE SONIDO INCORPORADO; CÁMARASDE TELEVIS";13474404.488156918;P;8.510662679547206e-05;De televisión, ;Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
87032310990Y;O;43504544.332253374;870323;Los demás // Los demás // Con capacidad para el transporte de personas   sentadas inferior o igual a 6, incluido el   conductor // --De cilindrada superior a 1.500 cm3 pero  inferior o igual a 3.000 cm3 // -Los demás vehículos con motor de émbolo (pistón;134794435.2704975;O;0.32274733185350735;Los demás // Lo;Otras actividades de servicios comunitarios, sociales y personales
87042190390N;O;8747550.471364312;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;134794435.2704975;O;0.0648954866260632;Los demás // De;Otras actividades de servicios comunitarios, sociales y personales
97011000110Q;O;7322190.839351555;970110;De artistas vivos o fallecidos hasta 50       años a contar de la fecha de deceso del       autor (Ley 24633 y Dto.1321/97) // Originales // -Pinturas y dibujos // PINTURAS Y DIBUJOS, HECHOS TOTALMENTE A MANO,EXCEPTO LOS DIBUJOS DE LA PARTIDA 49.06 Y LOS;134794435.2704975;O;0.05432116559305891;De artistas viv;Otras actividades de servicios comunitarios, sociales y personales
84269100900L;O;6797595.099083529;842691;"Los dem?s // Los dem?s // --Concebidos para montarlos sobre vehículos de  carretera // -Las demás máquinas y aparatos: // GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;PUENTES RODANTES, PÓRTICOS DE DESCARGA OMANIPULACIÓN, PUENTES GRÚA, CARRETILLAS PUEN";134794435.2704975;O;0.05042934513908172;Los dem?s // Lo;Otras actividades de servicios comunitarios, sociales y personales
95043000990F;O;6787293.666818954;950430;"Los demás // Los demás; partes y accesorios // -Los demás juegos activados con monedas, billetes de banco, tarjetas bancarias, fichas o por cualquier otro medio de pago, excepto los juegos de bolos automáticos («bowlings») // VIDEOCONSOLAS Y MÁQUINAS DE";134794435.2704975;O;0.05035292186356666;Los demás // Lo;Otras actividades de servicios comunitarios, sociales y personales
87043190200T;O;5469733.104726001;870431;De carga máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;134794435.2704975;O;0.04057833020888187;De carga máxima;Otras actividades de servicios comunitarios, sociales y personales
49019900990A;O;3283124.8130025733;490199;Los demás // Los demás // --Los demás // -Los demás: // LIBROS, FOLLETOS E IMPRESOS SIMILARES, INCLUSO ENHOJAS SUELTAS.;134794435.2704975;O;0.02435653079011899;Los demás // Lo;Otras actividades de servicios comunitarios, sociales y personales
90230000100F;O;3128080.0883390517;902300;Instrumentos, aparatos y modelos // INSTRUMENTOS, APARATOS Y MODELOS CONCEBIDOSPARA DEMOSTRACIONES (POR EJEMPLO: EN LA ENSEÑANZAO EXPOSICIONES), NO SUSCEPTIBLES DE OTROS USOS.;134794435.2704975;O;0.02320629988961937;Instrumentos, a;Otras actividades de servicios comunitarios, sociales y personales
95089090000Z;O;3114381.234510783;950890;"Los demás // -Los demás // TIOVIVOS, COLUMPIOS, CASETAS DE TIRO Y DEMÁS ATRACCIONES DE FERIA; CIRCOS, ZOOLÓGICOS Y TEATROS, AMBULANTES.";134794435.2704975;O;0.023104672149566317;Los demás // -L;Otras actividades de servicios comunitarios, sociales y personales
85153900000Q;O;2861257.6612798003;851539;--Los demás // -Máquinas y aparatos para soldar metal, de arco o chorro de plasma: // MÁQUINAS Y APARATOS PARA SOLDAR (AUNQUE PUEDANCORTAR), ELECTRICOS (INCLUIDOS LOS DE GASCALENTADO ELECTRICAMENTE), DE LÁSER U OTROS HACESDE LUZ O DE FOTONES, ULTRASONIDO;134794435.2704975;O;0.021226823314612342;--Los demás // ;Otras actividades de servicios comunitarios, sociales y personales
90181300100C;N;36656174.67990732;901813;Aparatos // --Aparatos de diagnóstico de visualización por  resonancia magnética // -Aparatos de electrodiagnóstico (incluidos los  aparatos de exploración funcional o de vigilancia de parámetros fisiológicos): // INSTRUMENTOS Y APARATOS DE MEDICINA, CIR;179578666.50948152;N;0.20412321459114924;Aparatos // --A;Servicios sociales y de salud
90215000000J;N;19602338.277004562;902150;"-Estimuladores cardíacos (marcapasos), excepto sus partes y accesorios // ARTÍCULOS Y APARATOS PARA ORTOPEDIA, INCLUIDAS LASFAJAS Y VENDAJES MEDICOQUIRÚRGICOS Y LAS MULETAS;TABLILLAS, FERULAS U OTROS ARTÍCULOS Y APARATOSPARA FRACTURAS; ARTÍCULOS Y APARAT";179578666.50948152;N;0.10915738855856569;-Estimuladores ;Servicios sociales y de salud
90221200000V;N;14323183.510606265;902212;--Aparatos de tomografía computarizada // -Aparatos de rayos X, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia: // APARATOS DE RAYOS X Y APARATOS QUE UTILICEN RADIACIONES ALFA, BETA O;179578666.50948152;N;0.07975993913425133;--Aparatos de t;Servicios sociales y de salud
90181210100A;N;14215298.87642249;901812;Aparatos // Ecógrafos con análisis espectral Doppler // --Aparatos de diagnóstico por exploración  ultrasónica // -Aparatos de electrodiagnóstico (incluidos los  aparatos de exploración funcional o de vigilancia de parámetros fisiológicos): // INSTRUMENT;179578666.50948152;N;0.07915917381907912;Aparatos // Ecó;Servicios sociales y de salud
90221490200T;N;9029200.75;902214;Los demás aceleradores lineales // aceleradores lineales // Los demás // --Los demás, para uso médico, quirúrgico o  veterinario // -Aparatos de rayos X, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiograf;179578666.50948152;N;0.05027991868690745;Los demás acele;Servicios sociales y de salud
90221412900T;N;8665405.627320573;902214;Los demás // Para angiografía // De diagnóstico // --Los demás, para uso médico, quirúrgico o  veterinario // -Aparatos de rayos X, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia: //;179578666.50948152;N;0.04825409273691789;Los demás // Pa;Servicios sociales y de salud
90221419000X;N;8354266.687313591;902214;Los demás // De diagnóstico // --Los demás, para uso médico, quirúrgico o  veterinario // -Aparatos de rayos X, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia: // APARATOS DE RAYOS X;179578666.50948152;N;0.046521487489008036;Los demás // De;Servicios sociales y de salud
87042190390N;N;7746850.899655773;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;179578666.50948152;N;0.04313903789483117;Los demás // De;Servicios sociales y de salud
90223000200K;N;4974849.271799374;902230;Los demás para aparatos de uso médico // para aparatos de uso médico // -Tubos de rayos X // APARATOS DE RAYOS X Y APARATOS QUE UTILICEN RADIACIONES ALFA, BETA O GAMMA, INCLUSO PARA USOMEDICO, QUIRÚRGICO, ODONTOLÓGICO O VETERINARIO,INCLUIDOS LOS APARATOS;179578666.50948152;N;0.027702896833442677;Los demás para ;Servicios sociales y de salud
88021100000K;N;4906047.0108077675;880211;"--De peso en vacío inferior o igual a 2.000 kg // -Helicópteros: // LAS DEMÁS AERONAVES (POR EJEMPLO: HELICÓPTEROS,AVIONES); VEHÍCULOS ESPACIALES (INCLUIDOSLOS SATELITES) Y SUS VEHÍCULOS DE LANZAMIENTOY VEHÍCULOS SUBORBITALES.";179578666.50948152;N;0.02731976523808709;--De peso en va;Servicios sociales y de salud
87042190390N;M;11425181.136490667;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;29889603.777151268;M;0.38224598832670054;Los demás // De;EnseÃ±anza
87043190200T;M;7144021.825804608;870431;De carga máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;29889603.777151268;M;0.23901360081814688;De carga máxima;EnseÃ±anza
90278020000G;M;1286119.7004283257;902780;"Espectrómetros de masa // -Los demás instrumentos y aparatos // INSTRUMENTOS Y APARATOS PARA ANÁLISIS FÍSICOS OQUÍMICOS (POR EJEMPLO: POLARÍMETROS,REFRACTÓMETROS, ESPECTRÓMETROS, ANALIZADORES DEGASES O HUMOS); INSTRUMENTOS Y APARATOS PARAENSAYOS DE VISCO";29889603.777151268;M;0.043028997975927796;Espectrómetros ;EnseÃ±anza
87042190990W;M;996862.4796589741;870421;Los demás // Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;29889603.777151268;M;0.03335147856396187;Los demás // Lo;EnseÃ±anza
87042190200D;M;762748.996734446;870421;De cabina simple,de carga máxima menor o           igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTO;29889603.777151268;M;0.02551887279675216;De cabina simpl;EnseÃ±anza
85286990000X;M;733314.8729204976;852869;"Los demás // --Los demás // -Proyectores: // MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATORECEPTOR DE TELEVISIÓN; APARATOS RECEPTORES DETELEVISIÓN, INCLUSO CON APARATO RECEPTOR DERADIODIFUSIÓN O DE GRABACIÓN O REPRODUCCIÓN DESONIDO O IMAGEN INCORPOR";29889603.777151268;M;0.024534111538844515;Los demás // --;EnseÃ±anza
90278099900T;M;486625.14747851226;902780;"Los demás // Los demás // Los demás // -Los demás instrumentos y aparatos // INSTRUMENTOS Y APARATOS PARA ANÁLISIS FÍSICOS OQUÍMICOS (POR EJEMPLO: POLARÍMETROS,REFRACTÓMETROS, ESPECTRÓMETROS, ANALIZADORES DEGASES O HUMOS); INSTRUMENTOS Y APARATOS PARAENS";29889603.777151268;M;0.016280749357089393;Los demás // Lo;EnseÃ±anza
90275090900G;M;420908.3877056846;902750;Los demás // Los demás // -Los demás instrumentos y aparatos que utilicen radiaciones ópticas (UV, visibles, IR) // INSTRUMENTOS Y APARATOS PARA ANÁLISIS FÍSICOS OQUÍMICOS (POR EJEMPLO: POLARÍMETROS,REFRACTÓMETROS, ESPECTRÓMETROS, ANALIZADORES DEGASES O;29889603.777151268;M;0.014082099944979623;Los demás // Lo;EnseÃ±anza
90118090000U;M;406655.5809817424;901180;Los dem?s // Los dem?s // -Los demás microscopios // MICROSCOPIOS ÓPTICOS, INCLUSO PARAFOTOMICROGRAFÍA, CINEFOTOMICROGRAFÍA OMICROPROYECCIÓN.;29889603.777151268;M;0.01360525164581155;Los dem?s // Lo;EnseÃ±anza
85176248000L;M;364147.42806460714;851762;Los demás, con velocidad de interface serie de    por lo menos 4 Mbits/s, aptos para    interconexión de redes locales con protocolos    distintos // , con velocidad de interface serie de    por lo menos 4 Mbits/s, aptos para    interconexión de redes lo;29889603.777151268;M;0.012183079801913436;Los demás, con ;EnseÃ±anza
85176299900R;L;39709146.87736117;851762;Los demás // Los demás // Los demás // --Aparatos para la recepción, conversión, emisión  y transmisión o regeneración de voz, imagen u  otros datos, incluidos los de conmutación y  encaminamiento («switching and routing  apparatus») // -Los demás aparat;306470869.6329851;L;0.12956907429706108;Los demás // Lo;AdministraciÃ³n pÃºblica y defensa
84292090000V;L;38837396.23285437;842920;Las dem?s // Las dem?s // -Niveladoras // TOPADORAS FRONTALES («BULLDOZERS»), TOPADORAS ANGULARES («ANGLEDOZERS»), NIVELADORAS, TRAÍLLAS(«SCRAPERS»), PALAS MECÁNICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS, COMPACTADORAS YAPISONADORAS (APLANADORAS), A;306470869.6329851;L;0.12672459303999814;Las dem?s // La;AdministraciÃ³n pÃºblica y defensa
88021290000K;L;14677789.838320328;880212;"Los demás // --De peso en vacío superior a 2.000 kg // -Helicópteros: // LAS DEMÁS AERONAVES (POR EJEMPLO: HELICÓPTEROS,AVIONES); VEHÍCULOS ESPACIALES (INCLUIDOSLOS SATELITES) Y SUS VEHÍCULOS DE LANZAMIENTOY VEHÍCULOS SUBORBITALES.";306470869.6329851;L;0.04789293630385736;Los demás // --;AdministraciÃ³n pÃºblica y defensa
87042190390N;L;14667359.860983605;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;306470869.6329851;L;0.04785890377949635;Los demás // De;AdministraciÃ³n pÃºblica y defensa
87053000000A;L;12328050.0;870530;-Camiones de bomberos // VEHÍCULOS AUTOMÓVILES PARA USOS ESPECIALES, EXCEPTO LOS CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS O MERCANCÍAS (POREJEMPLO: COCHES PARA REPARACIONES [AUXILIO MECÁNICO], CAMIONES GRÚA, CAMIONES DE BOMBEROS,CAMIONES;306470869.6329851;L;0.04022584598256756;-Camiones de bo;AdministraciÃ³n pÃºblica y defensa
84295219000B;L;10023344.483450493;842952;Las dem?s // Las dem?s // Excavadoras // --Máquinas cuya superestructura pueda girar 360° // -Palas mecánicas, excavadoras, cargadoras y palas cargadoras: // TOPADORAS FRONTALES («BULLDOZERS»), TOPADORAS ANGULARES («ANGLEDOZERS»), NIVELADORAS, TRAÍLLAS(«;306470869.6329851;L;0.03270570053021343;Las dem?s // La;AdministraciÃ³n pÃºblica y defensa
87043190200T;L;9171315.336010726;870431;De carga máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;306470869.6329851;L;0.029925569588371826;De carga máxima;AdministraciÃ³n pÃºblica y defensa
86050010000L;L;8820000.0;860500;Coches de viajeros // COCHES DE VIAJEROS, FURGONES DE EQUIPAJES, COCHES CORREO Y DEMÁS COCHES ESPECIALES, PARAVÍAS  FERREAS O SIMILARES (EXCEPTO LOS COCHES DELA PARTIDA 86.04).;306470869.6329851;L;0.028779244208633634;Coches de viaje;AdministraciÃ³n pÃºblica y defensa
85176249000U;L;8566058.696174562;851762;;306470869.6329851;L;0.027950645705521263;;AdministraciÃ³n pÃºblica y defensa
85176192000C;L;8289473.179999999;851761;Numéricas (digitales) de frecuencia superior a    23 GHz // Las demás // --Estaciones base // -Los demás aparatos de emisión, transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes loc;306470869.6329851;L;0.027048160205004397;Numéricas (digi;AdministraciÃ³n pÃºblica y defensa
87042190390N;K_99;43103393.77500445;870421;Los demás // De doble cabina o cabina y media,de carga          máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o sem;95429783.2249991;K_99;0.45167653449843465;Los demás // De;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87043190200T;K_99;26952009.09431409;870431;De carga máxima menor o igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;95429783.2249991;K_99;0.2824276466265057;De carga máxima;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
84295219000B;K_99;5812692.327731289;842952;Las dem?s // Las dem?s // Excavadoras // --Máquinas cuya superestructura pueda girar 360° // -Palas mecánicas, excavadoras, cargadoras y palas cargadoras: // TOPADORAS FRONTALES («BULLDOZERS»), TOPADORAS ANGULARES («ANGLEDOZERS»), NIVELADORAS, TRAÍLLAS(«;95429783.2249991;K_99;0.06091067307599811;Las dem?s // La;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87042190990W;K_99;3760829.3021309706;870421;Los demás // Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;95429783.2249991;K_99;0.03940938745783268;Los demás // Lo;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
84742090290W;K_99;3421846.8488143366;847420;Los demás // Trituradores // Los demás // -Máquinas y aparatos de quebrantar, triturar o pulverizar // MÁQUINAS Y APARATOS DE CLASIFICAR, CRIBAR,SEPARAR, LAVAR, QUEBRANTAR, TRITURAR, PULVERIZAR, MEZCLAR, AMASAR O SOBAR, TIERRA,PIEDRA U OTRA MATERIA MINER;95429783.2249991;K_99;0.035857221227742854;Los demás // Tr;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87042190200D;K_99;2877597.297142972;870421;De cabina simple,de carga máxima menor o           igual a 1,5 t. // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTO;95429783.2249991;K_99;0.030154079784068366;De cabina simpl;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87052000000L;K_99;1343830.1492333112;870520;-Camiones automóviles para sondeo o perforación // VEHÍCULOS AUTOMÓVILES PARA USOS ESPECIALES, EXCEPTO LOS CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS O MERCANCÍAS (POREJEMPLO: COCHES PARA REPARACIONES [AUXILIO MECÁNICO], CAMIONES GRÚA, CAMI;95429783.2249991;K_99;0.014081873643838238;-Camiones autom;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87043190900F;K_99;1006389.3325859476;870431;Los demás // Los demás // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón) de encendido por chispa: // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS.;95429783.2249991;K_99;0.01054586208388568;Los demás // Lo;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
87042110900N;K_99;886106.9285163751;870421;Los demás // Chasis con motor y cabina // --De peso total con carga máxima inferior o igual  a 5 t // -Los demás, con motor de embolo (pistón), de  encendido por compresión (Diesel o semi-Diesel): // VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE MERCANCÍAS;95429783.2249991;K_99;0.009285433735369187;Los demás // Ch;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
84295211000Q;K_99;868531.6538179594;842952;De potencia en volante superior o igual a    484,7 kW (650 HP) // Excavadoras // --Máquinas cuya superestructura pueda girar 360° // -Palas mecánicas, excavadoras, cargadoras y palas cargadoras: // TOPADORAS FRONTALES («BULLDOZERS»), TOPADORAS ANGULARES;95429783.2249991;K_99;0.00910126403378894;De potencia en ;Servicios de apoyo para la minerÃ­a excepto para la extracciÃ³n de petrÃ³leo y gas natual
84715040000U;K_74;26304628.92308978;847150;De muy grande capacidad, pudiendo contener   como máximo una unidad de entrada y otra de   salida de la subpartida 8471.60, con   capacidad de instalación interna o en módulos   separados del gabinete del procesador central   de unidades de memoria de la;475714831.79545116;K_74;0.05529495228015152;De muy grande c;Servicios jurÃ­dicos contables y otros servicios a empresas (sin minerÃ­a)
