cuit;sd;valor_pond;NOMBRE;desc
30500959629;D_15;220301360.99012598;VICENTIN S.A.I.C.;Alimentos
30700869918;D_15;197465792.41035113;BUNGE ARGENTINA S A;Alimentos
30502793175;D_15;105118869.48061804;ARCOR S A I C;Alimentos
30546764040;D_15;122710028.48;NESTLE ARGENTINA S A;Alimentos
33508358259;D_15;72422886.14548443;CERVECERIA Y MALTERIA QUILMES SAICA Y G;Alimentos
30500542620;D_15;64187339.56933269;MONDELEZ ARGENTINA SOCIEDAD ANONIMA;Alimentos
30501077131;D_15;61536302.95;CAFES LA VIRGINIA S A;Alimentos
30506792165;D_15;58195617.60311699;CARGILL SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL;Alimentos
30526712729;D_15;143710122.32032007;LDC ARGENTINA S.A.;Alimentos
33500606989;D_16;65301904.77622602;MASSALIN PARTICULARES SRL;Tabaco
30607572948;D_16;1837872.8053559395;CTM COOPERATIVA AGROINDUSTRIAL DE MISIONES LTDA;Tabaco
30586733334;D_16;1096437.3685193209;CARTOCOR SOCIEDAD ANONIMA;Tabaco
30587479407;D_16;598916.5847719702;CERRO NEVADO SOCIEDAD ANONIMA;Tabaco
30572147084;D_16;2757594.260227958;VITOPEL ARGENTINA SOCIEDAD ANONIMA;Tabaco
30712542973;D_16;3286173.0074241413;ELABORADORA INTEGRAL  S.R.L.;Tabaco
30604733169;D_16;2800299.561182675;COLGATE PALMOLIVE ARGENTINA S.A.;Tabaco
30501112662;D_16;14600320.464418001;BRITISH AMERICAN TOBACCO ARGENTINA SAICYF;Tabaco
30649501560;D_16;713364.5977366285;JUST INTERNATIONAL LATAM S.A.;Tabaco
30677421548;D_16;23724075.201405313;TABACALERA SARANDI S.A.;Tabaco
30597188710;D_17;30335800.92;MANUFACTURA DE FIBRAS SINTETICAS SA;Productos textiles
30691215446;D_17;17127402.914673768;BRASKEM ARGENTINA SA;Productos textiles
30551552817;D_17;13459654.071419036;FABRISUR SA;Productos textiles
30500959629;D_17;17944338.599826887;VICENTIN S.A.I.C.;Productos textiles
30503761315;D_17;12363631.38;CORDONSED ARGENTINA S.A.C.I.I.Y.F;Productos textiles
30610488079;D_17;15948555.09;INDUSNOR SOCIEDAD ANONIMA;Productos textiles
30689901189;D_17;10886297.218134278;ENTEC ARGENTINA S.R.L.;Productos textiles
30690341413;D_17;15514009.979999999;PGI ARGENTINA S.A.;Productos textiles
30587397478;D_17;44904816.16;AUSTRALTEX SOCIEDAD ANONIMA;Productos textiles
30710265212;D_17;116217257.10657911;DAK AMERICAS ARGENTINA SOCIEDAD ANONIMA;Productos textiles
30501126965;D_18;2883017.2551830932;DU PONT ARGENTINA SOCIEDAD DE RESPONSABILIDAD LIMI;Confecciones
30711483310;D_18;1519463.75;WORK PROTEC S.A.;Confecciones
30528263379;D_18;3048595.252763286;A MARSHALL MOFFAT SA;Confecciones
30712356185;D_18;1525707.8078115028;LEAVE IT S.A;Confecciones
30677291083;D_18;6228439.99;CHEEK SOCIEDAD ANONIMA;Confecciones
30714373303;D_18;2177468.17;MTEX SA;Confecciones
30618820455;D_18;1922466.865415799;VICUNHA ARGENTINA SA;Confecciones
30708539739;D_18;3379612.2800000003;VIU  SA;Confecciones
30711218102;D_18;1373938.04;LAKELAND ARGENTINA S.R.L.;Confecciones
33712109659;D_18;1924011.727091238;ICONO TEX  S.R.L.;Confecciones
30709543764;D_19;7599858.29;EXTREME GEAR S A;Cuero
30521958134;D_19;4874168.131840495;CURTIEMBRE ARLEI S A;Cuero
30500977848;D_19;5221030.642851211;SADESA SOCIEDAD ANONIMA;Cuero
33709483779;D_19;14802416.889999999;SUOLA S A;Cuero
30710904053;D_19;11722207.250000002;TECNOSPORT LATINOAMERICANA S.A.;Cuero
30559697857;D_19;8961702.21512307;CURTIEMBRES FONSECA SA;Cuero
30693435842;D_19;28356025.0981878;PERCHET ARGENTINA SAU;Cuero
30641105909;D_19;28993167.10659495;DASS SUAREZ S.A;Cuero
30710083661;D_19;34862218.582501635;DASS ELDORADO SRL;Cuero
30573011879;D_19;12518083.599509068;DISTRINANDO S A;Cuero
30516336885;D_20;2728040.0838498552;STENFAR S.A. INDUSTRIAL COMERCIAL IMP. Y EXP.;Madera
30691732629;D_20;3839945.32;SADEPAN LATINOAMERICANA SA;Madera
33563240119;D_20;10599786.27150332;ARAUCO ARGENTINA S.A;Madera
30709311758;D_20;1621398.7600000002;ASERRADERO VAGOL S.R.L.;Madera
30703158311;D_20;1222852.4941163147;CORCHOS DE ARGENTINA SOCIEDAD ANONIMA;Madera
30661814205;D_20;2001885.2011092515;CAMARO MADERAS S A;Madera
30503664131;D_20;1300520.3354481312;OBLAK HNOS S A C I F I;Madera
30643146645;D_20;1290166.4689070305;MADERGOLD S A;Madera
30656553711;D_20;16579179.440000001;EGGER  ARGENTINA  S A U;Madera
30696029535;D_20;2799901.3000000003;ENCHAPADORA SAN JUAN S H DE NICOLAS JAVIER Y ARIEL;Madera
30586733334;D_21;90407692.46127687;CARTOCOR SOCIEDAD ANONIMA;Papel
30501036672;D_21;54040611.89675523;LA PAPELERA DEL PLATA S A;Papel
30609607935;D_21;53017035.58430625;KIMBERLY-CLARK ARGENTINA SOCIEDAD ANONIMA;Papel
30663418579;D_21;17746614.369385067;SMURFIT KAPPA DE ARGENTINA SOCIEDAD ANONIMA;Papel
30655275998;D_21;39935994.08922591;PAPELERA SAMSENG SA;Papel
30615265450;D_21;265776054.92;PROCTER & GAMBLE ARGENTINA SRL;Papel
30589123286;D_21;43166418.876492195;TETRA PAK S.R.L.;Papel
33707121829;D_21;18222526.27;CELUPAPER S A;Papel
30621482099;D_21;26878088.89;AVERY DENNISON DE ARGENTINA SRL;Papel
30516336885;D_21;22322130.713343002;STENFAR S.A. INDUSTRIAL COMERCIAL IMP. Y EXP.;Papel
30500089624;D_22;4897869.959169118;SA LA NACION;EdiciÃ³n
30589123286;D_22;38020691.17686693;TETRA PAK S.R.L.;EdiciÃ³n
30500439617;D_22;15725735.75;ESTABLECIMIENTO GRAFICO IMPRESORES SA;EdiciÃ³n
30561689691;D_22;3415180.947944986;CELOMAT SOCIEDAD ANONIMA;EdiciÃ³n
33500426859;D_22;5970916.2;ARTES GRAFICAS RIOPLATENSE SOCIEDAD ANONIMA;EdiciÃ³n
30500425004;D_22;6815556.415358102;GUEDIKIAN IMPRESORES S A;EdiciÃ³n
30549547288;D_22;10017665.142357728;ANSELMO L MORVILLO S A;EdiciÃ³n
30516336885;D_22;4465597.1719115935;STENFAR S.A. INDUSTRIAL COMERCIAL IMP. Y EXP.;EdiciÃ³n
30546676974;D_22;16991262.05256427;SOCIEDAD DEL ESTADO CASA DE MONEDA;EdiciÃ³n
33578212219;D_22;6778150.518742959;INSTITUTO DE PUBLICACIONES Y ESTADISTICAS S A C I;EdiciÃ³n
30658233692;D_23;3189558.4684287575;REFINERIA DEL NORTE S A;Productos de petrÃ³leo
30707086854;D_23;3608300.6423000977;PETRONAS LUBRICANTS ARGENTINA S A;Productos de petrÃ³leo
30506919009;D_23;70223820.26540507;AXION ENERGY ARGENTINA SA;Productos de petrÃ³leo
30707778209;D_23;4913398.012747314;NYNAS ARGENTINA S.A;Productos de petrÃ³leo
30554496101;D_23;12025126.76959253;TOTAL ESPECIALIDADES ARGENTINA SOCIEDAD ANONIMA;Productos de petrÃ³leo
30546689979;D_23;115185064.07059342;YPF SOCIEDAD ANONIMA;Productos de petrÃ³leo
30526552659;D_23;122024358.39485103;PAMPA ENERGIA S A;Productos de petrÃ³leo
30506726804;D_23;127240558.8877724;RAIZEN ARGENTINA S.A.U.;Productos de petrÃ³leo
30693456963;D_23;4728876.193259387;PETROIL PETROLEO Y DERIVADOS SA;Productos de petrÃ³leo
30589673804;D_23;5100373.975212821;CONUAR S A (COMBUSTIBLES NUCLEARES ARGENTINOS);Productos de petrÃ³leo
30501092696;D_24;108728064.14688618;UNILEVER DE ARGENTINA S A;Productos quÃ­micos
30517486678;D_24;105634434.23228548;BASF ARGENTINA S A;Productos quÃ­micos
30517130032;D_24;97552596.58;GLAXOSMITHKLINE ARGENTINA SOCIEDAD ANONIMA;Productos quÃ­micos
30500987185;D_24;137518893.5487174;GADOR S A;Productos quÃ­micos
30503811061;D_24;171272707.48090717;BAYER SOCIEDAD ANONIMA;Productos quÃ­micos
30503518518;D_24;131449404.80347164;PFIZER SOCIEDAD DE  RESPONSABILIDAD LIMITADA;Productos quÃ­micos
30527444280;D_24;230080378.67530566;PRODUCTOS ROCHE S A QUIMICA E INDUSTRIAL;Productos quÃ­micos
30516620397;D_24;137984470.92497697;NOVARTIS ARGENTINA S A;Productos quÃ­micos
30646328450;D_24;112406981.61783166;SYNGENTA AGRO SOCIEDAD ANONIMA;Productos quÃ­micos
30560254195;D_24;82771617.25997353;PBBPOLISUR SOCIEDAD DE RESPONSABILIDAD LIMITADA;Productos quÃ­micos
30691215446;D_25;46221974.24708697;BRASKEM ARGENTINA SA;Productos de caucho y plÃ¡stico
30606301959;D_25;49907310.72158127;ALTA PLASTICA SA;Productos de caucho y plÃ¡stico
33502232539;D_25;61890195.82518009;PIRELLI NEUMATICOS SOCIEDAD ANONIMA INDUSTRIAL Y C;Productos de caucho y plÃ¡stico
30647990238;D_25;24996557.415002745;PLASWAG SA S. A.;Productos de caucho y plÃ¡stico
30589123286;D_25;32391557.066447016;TETRA PAK S.R.L.;Productos de caucho y plÃ¡stico
30707416013;D_25;20245117.837328263;ACSUR SOCIEDAD ANONIMA;Productos de caucho y plÃ¡stico
30500842586;D_25;75665227.7673789;FATE SAICI;Productos de caucho y plÃ¡stico
30601933795;D_25;25533650.689999998;SABIC INNOVATIVE PLASTICS ARGENTINA S.R.L.;Productos de caucho y plÃ¡stico
30584722513;D_25;28211749.69113362;RIO CHICO S A;Productos de caucho y plÃ¡stico
30500315683;D_25;42888337.88624867;BRIDGESTONE  ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL;Productos de caucho y plÃ¡stico
30505026310;D_26;9918229.19292889;REFRACTARIOS ARGENTINOS SAICM;Otros minerales no metÃ¡licos
30501028629;D_26;8699005.36;TYROLIT ARGENTINA S A;Otros minerales no metÃ¡licos
30500530851;D_26;10564314.082802953;LOMA NEGRA CIA INDUSTRIAL ARGENTINA SA;Otros minerales no metÃ¡licos
30522780606;D_26;36007022.051113665;ALUAR ALUMINIO ARGENTINO SOCIEDAD ANONIMA INDUSTRI;Otros minerales no metÃ¡licos
30500529071;D_26;9327544.651808448;SAINT-GOBAIN ARGENTINA SA;Otros minerales no metÃ¡licos
30501111127;D_26;16185302.43531573;HOLCIM (ARGENTINA) SA;Otros minerales no metÃ¡licos
33500908519;D_26;8899321.898446271;CERAMICA ALBERDI S A;Otros minerales no metÃ¡licos
30502174904;D_26;28643325.900000002;PILKINGTON AUTOMOTIVE ARGENTINA SOCIEDAD ANONIMA;Otros minerales no metÃ¡licos
30500834087;D_26;15867862.999308556;VIDRIERIA ARGENTINA SOCIEDAD ANONIMA;Otros minerales no metÃ¡licos
30526047792;D_26;22184003.83048063;CEMENTOS AVELLANEDA S A;Otros minerales no metÃ¡licos
30522780606;D_27;79109997.92984776;ALUAR ALUMINIO ARGENTINO SOCIEDAD ANONIMA INDUSTRI;Metales comunes
30663461113;D_27;50727720.2818842;AES ARGENTINA GENERACION SOCIEDAD ANONIMA;Metales comunes
30516888241;D_27;771360814.1121392;TERNIUM ARGENTINA S A;Metales comunes
30550815997;D_27;79022779.88849291;SIDERCA S A I C;Metales comunes
30615368292;D_27;30230724.830000002;SIDERSA SA;Metales comunes
30607451369;D_27;20206156.03584956;SIAT SOCIEDAD ANONIMA;Metales comunes
30503245988;D_27;119320799.1855389;SIPAR ACEROS S.A.;Metales comunes
30642799580;D_27;15848232.695775768;OUTOKUMPU FORTINOX S A;Metales comunes
30501199253;D_27;55133520.40178015;ACINDAR INDUSTRIA ARGENTINA DE ACEROS S A;Metales comunes
30538068841;D_27;13791277.95794938;FAMIQ S.R.L.;Metales comunes
30516888241;D_28;33452863.939731203;TERNIUM ARGENTINA S A;Otros productos de metal
30517128194;D_28;91086585.82522358;FERROSIDER SA;Otros productos de metal
30500987878;D_28;9072340.100241615;F V SOCIEDAD ANONIMA;Otros productos de metal
30589123286;D_28;10037863.633328881;TETRA PAK S.R.L.;Otros productos de metal
30556081057;D_28;15074179.67525304;CIA REGIONAL ACEROS FORJADOS MERCEDES S A  C R A F;Otros productos de metal
30546676974;D_28;15742650.177435726;SOCIEDAD DEL ESTADO CASA DE MONEDA;Otros productos de metal
30678154926;D_28;29112618.2422663;BALL ENVASES DE ALUMINIO S.A.;Otros productos de metal
30504018845;D_28;15918482.08322999;VOLKSWAGEN ARGENTINA S A;Otros productos de metal
30680823185;D_28;9485030.06;ENVASES DEL PLATA S A;Otros productos de metal
33710947479;D_28;49343292.51;GONVARRI ARGENTINA S.A.;Otros productos de metal
30678519681;D_29;14305222.302115899;FORD ARGENTINA SOCIEDAD EN COMANDITA POR ACCIONES;Maquinaria y equipo
30584811982;D_29;17160595.367265213;RADIO VICTORIA  ARGENTINA SOCIEDAD ANONIMA;Maquinaria y equipo
30503612891;D_29;16115766.793282427;B G H S A;Maquinaria y equipo
30504018845;D_29;17155637.756754488;VOLKSWAGEN ARGENTINA S A;Maquinaria y equipo
30503858327;D_29;26300522.02680908;AGCO ARGENTINA SOCIEDAD ANONIMA;Maquinaria y equipo
30642617555;D_29;24335955.620145485;NEWSAN SOCIEDAD ANONIMA;Maquinaria y equipo
30585895268;D_29;85879413.90783682;CNH INDUSTRIAL ARGENTINA S.A.;Maquinaria y equipo
30710779054;D_29;52398595.023260415;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Maquinaria y equipo
30655534462;D_29;12413549.857310321;VISUAR S.A.;Maquinaria y equipo
30503720236;D_29;150434797.08406135;INDUSTRIAS JOHN DEERE ARGENTINA S A;Maquinaria y equipo
30500786937;D_29_30_31_32_33;37183.686711112015;MOTO MECANICA ARGENTINA SOCIEDAD ANONIMA;Maquinaria n.c.p.
30550815997;D_29_30_31_32_33;5077.073325392715;SIDERCA S A I C;Maquinaria n.c.p.
30682347194;D_29_30_31_32_33;6548.745613247433;MINERA ANDINA DEL SOL SRL;Maquinaria n.c.p.
30600698725;D_29_30_31_32_33;8403.605283786826;MELISAM S A;Maquinaria n.c.p.
30642881856;D_29_30_31_32_33;12557.095831509296;VESUVIUS VEAR S A;Maquinaria n.c.p.
30707785558;D_29_30_31_32_33;6346.413973037107;RHI ARGENTINA S.R.L;Maquinaria n.c.p.
30503738739;D_29_30_31_32_33;214370.85572593435;TADEO CZERWENY SA;Maquinaria n.c.p.
30697271003;D_29_30_31_32_33;22667.48834475572;CLIMATE, CONTROLS & SECURITY ARGENTINA S.A.;Maquinaria n.c.p.
30522780606;D_29_30_31_32_33;4581.620824977867;ALUAR ALUMINIO ARGENTINO SOCIEDAD ANONIMA INDUSTRI;Maquinaria n.c.p.
30503865838;D_29_30_31_32_33;66202.81880802609;FARADAY S A  I C F;Maquinaria n.c.p.
30708602309;D_30;2095475.012708417;PC-ARTS ARGENTINA S.A.;Maquinaria de oficina
30625913558;D_30;4006455.4772023666;VALID SOLUCIONES Y SERVICIOS DE SEGURIDAD EN MEDIO;Maquinaria de oficina
30579607552;D_30;805814.9731727738;EXO SA;Maquinaria de oficina
30710779054;D_30;647814.2690252766;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Maquinaria de oficina
30570135585;D_30;1028995.322661886;AIR S.R.L.;Maquinaria de oficina
30612238355;D_30;705233.6860660396;STYLUS SOCIEDAD ANONIMA;Maquinaria de oficina
30610400562;D_30;925460.1782471663;COMPA?IA HASAR S A I C;Maquinaria de oficina
30651655516;D_30;875470.9124532454;ELIT S A;Maquinaria de oficina
30504021536;D_30;1079032.5146592679;WITCEL SOCIEDAD ANONIMA;Maquinaria de oficina
30710624697;D_30;602278.6020595325;PC RETAIL SA;Maquinaria de oficina
30502304913;D_31;35607226.4917501;INDUSTRIA METALURGICA SUD AMERICANA I M S A S A C;Aparatos elÃ©ctricos
30502414719;D_31;44258335.69899131;PRYSMIAN ENERGIA CABLES Y SISTEMAS DE ARGENTINA SO;Aparatos elÃ©ctricos
33585510489;D_31;32412674.700000003;MARLEW S.A.;Aparatos elÃ©ctricos
30640897267;D_31;34235671.37557933;TELECENTRO S A;Aparatos elÃ©ctricos
30502829730;D_31;16187029.160802396;CIMET S A;Aparatos elÃ©ctricos
30517252847;D_31;8593963.190925153;INDUSTRIAS ERPLA SA;Aparatos elÃ©ctricos
30505930157;D_31;11877433.150000002;FONSECA  S A;Aparatos elÃ©ctricos
30710099983;D_31;8169128.193165214;ERGOS S A;Aparatos elÃ©ctricos
30503738739;D_31;12497986.63811998;TADEO CZERWENY SA;Aparatos elÃ©ctricos
30592199544;D_31;9971427.359561345;SCHNEIDER ELECTRIC ARGENTINA SOCIEDAD ANONIMA;Aparatos elÃ©ctricos
30503612891;D_32;57833182.35861914;B G H S A;Radio y televisiÃ³n
30584811982;D_32;77446763.71338694;RADIO VICTORIA  ARGENTINA SOCIEDAD ANONIMA;Radio y televisiÃ³n
30710418302;D_32;23066851.538542703;TECNOSUR S.A.;Radio y televisiÃ³n
30591287334;D_32;108893979.27410531;FABRICA AUSTRAL DE PRODUCTOS ELECTRICOS SOCIEDAD A;Radio y televisiÃ³n
30642617555;D_32;111322871.98033923;NEWSAN SOCIEDAD ANONIMA;Radio y televisiÃ³n
30710779054;D_32;391196523.83320266;IATEC S.A. (INDUSTRIA AUSTRAL DE TECNOLOGIA S.A.);Radio y televisiÃ³n
30612843151;D_32;32741892.323596846;ELECTROFUEGUINA SA;Radio y televisiÃ³n
30597066763;D_32;11984748.218849938;FAMAR FUEGUINA SA;Radio y televisiÃ³n
30616849863;D_32;29803450.070000004;AMBASSADOR FUEGUINA SA;Radio y televisiÃ³n
30708574798;D_32;146121163.04194266;BRIGHTSTAR FUEGUINA  SA;Radio y televisiÃ³n
30587468790;D_33;2355592.5624876064;GALILEO LA RIOJA S A;Instrumentos mÃ©dicos
30521189203;D_33;2201460.1392480643;VITOLEN SA;Instrumentos mÃ©dicos
33628290569;D_33;2364381.251743135;ESSILOR ARGENTINA  S A;Instrumentos mÃ©dicos
30685859617;D_33;2070164.999658835;YAZAKI ARGENTINA S R L;Instrumentos mÃ©dicos
30707080198;D_33;2542940.0100000002;OTTO BOCK ARGENTINA S.A.;Instrumentos mÃ©dicos
30516842667;D_33;3482920.5883035148;ALCON LABORATORIOS ARGENTINA S A;Instrumentos mÃ©dicos
30642617555;D_33;1333347.3537741364;NEWSAN SOCIEDAD ANONIMA;Instrumentos mÃ©dicos
30700473658;D_33;1625970.6629667052;BECTON DICKINSON ARGENTINA S R L;Instrumentos mÃ©dicos
